|NO|SAMPLE_ID|식품코드|DB군|상용제품|식품명|연도|지역 / 제조사|채취시기|식품대분류|식품상세분류|1회제공량|내용량_단위|총내용량(g)|총내용량(mL)|에너지(㎉)|에너지(kj)|수분(g)|수분(%)|단백질(g)|지방(g)|지질-가식부 100g당|탄수화물(g)|총당류(g)|자당(g)|포도당(g)|과당(g)|유당(g)|맥아당(g)|갈락토오스(g)|당알콜(g)|에리스리톨(g)|총 식이섬유(g)|총 식이섬유(mg)|총 식이섬유(%)|수용성 식이섬유(g)|불용성 식이섬유(g)|셀룰로오스(%)|리그닌(%)|칼슘(㎎)|철(㎎)|철(㎍)|마그네슘(㎎)|인(㎎)|칼륨(g)|칼륨(㎎)|나트륨(㎎)|아연(㎎)|구리(㎎)|구리(㎍)|망간(㎎)|망간(㎍)|셀레늄(㎍)|몰리브덴(㎍)|요오드(㎍)|염소(㎎)|비타민 A(㎍)|비타민 A(㎍ RE)|레티놀(㎍)|베타카로틴(㎍)|레티놀A효능|비타민 D(D2+D3)(㎍)|비타민 D2(㎍)|비타민 D3(㎍)|비타민 D1(㎍)|비타민 E(㎎)|비타민 E(㎎ α-TE)|알파 토코페롤(㎎)|베타 토코페롤(㎎)|감마 토코페롤(㎎)|델타 토코페롤(㎎)|알파 토코트리에놀(㎎)|베타 토코트리에놀(㎎)|감마 토코트리에놀(㎎)|델타 토코트리에놀(㎎)|토코페롤(㎎)|토코트리에놀(㎎)|비타민 K(㎎)|비타민 K(㎍)|비타민 K1(㎍)|비타민 K2(㎍)|비타민 B1(㎎)|비타민 B1(㎍)|비타민 B2(㎎)|비타민 B2(㎍)|나이아신(㎎)|나이아신(㎎ NE)|나이아신(NE)(㎎)|나이아신(NE)(㎎ NE)|니코틴산 (㎎)|니코틴아마이드(㎎)|판토텐산(㎎)|판토텐산(㎍)|비타민 B6(㎎)|비타민 B6(㎍)|피리독신(㎎)|비오틴(㎍)|엽산(DFE)(㎍)|엽산 - 천연 엽산(㎍)|엽산 - 합성 엽산(㎍)|비타민 B12(㎎)|비타민 B12(㎍)|비타민 C(g)|비타민 C(㎎)|콜린(g)|콜린(㎎)|총 아미노산(g)|총 아미노산(㎎)|필수 아미노산(㎎)|이소류신(㎎)|류신(㎎)|라이신(㎎)|메티오닌(㎎)|페닐알라닌(㎎)|트레오닌(㎎)|트립토판(㎎)|발린(㎎)|히스티딘(㎎)|아르기닌(㎎)|비필수 아미노산(㎎)|티로신(㎎)|시스테인(㎎)|알라닌(㎎)|아스파르트산(㎎)|글루탐산(㎎)|글리신(㎎)|프롤린(㎎)|세린(㎎)|타우린(㎎)|글리신 베타인 (㎎)|호마린(㎎)|트리고넬린(㎎)|리보핵산(㎎)|데옥시리보핵산(㎎)|콜레스테롤(g)|콜레스테롤(㎎)|총 지방산(g)|총 필수 지방산(g)|총 포화 지방산(g)|총 포화 지방산(%)|부티르산(4:0)(g)|부티르산(4:0)(㎎)|카프로산(6:0)(g)|카프로산(6:0)(㎎)|카프릴산(8:0)(g)|카프릴산(8:0)(㎎)|카프르산(10:0)(g)|카프르산(10:0)(㎎)|라우르산(12:0)(g)|라우르산(12:0)(㎎)|라우르산(12:0)(%)|트라이데칸산(13:0)(㎎)|미리스트산(14:0)(g)|미리스트산(14:0)(㎎)|미리스트산(14:0)(%)|펜타데칸산(15:0)(㎎)|팔미트산(16:0)(g)|팔미트산(16:0)(㎎)|팔미트산(16:0)(%)|헵타데칸산(17:0)(㎎)|스테아르산(18:0)(g)|스테아르산(18:0)(㎎)|스테아르산(18:0)(%)|아라키드산(20:0)(g)|아라키드산(20:0)(㎎)|아라키드산(20:0)(%)|헨에이코산산(21:0)(㎎)|베헨산(22:0)(㎎)|트리코산산(23:0)(㎎)|리그노세르산(24:0)(㎎)|총 단일 불포화지방산(g)|총 단일 불포화지방산(%)|미리스톨레산(14:1)(g)|미리스톨레산(14:1)(㎎)|미리스톨레산(14:1)(%)|팔미톨레산(16:1)(g)|팔미톨레산(16:1)(㎎)|팔미톨레산(16:1)(%)|헵타데센산(17:1)(㎎)|올레산(18:1(n-9))(g)|올레산(18:1(n-9))(㎎)|올레산(18:1(n-9))(%)|박센산(18:1(n-7))(g)|박센산(18:1(n-7))(㎎)|가돌레산(20:1)(g)|가돌레산(20:1)(㎎)|가돌레산(20:1)(%)|에루크산(22:1)(㎎)|에루크산(22:1)(%)|네르본산(24:1)(㎎)|총 다중 불포화지방산(g)|총 다중 불포화지방산(%)|리놀레산(18:2(n-6)c)(g)|리놀레산(18:2(n-6)c)(㎎)|리놀레산(18:2(n-6)c)(%)|알파 리놀렌산(18:3(n-3))(g)|알파 리놀렌산(18:3(n-3))(㎎)|리놀렌산(18:3(n-3)(%)|감마 리놀렌산(18:3(n-6))(g)|감마 리놀렌산(18:3(n-6))(㎎)|스테아리돈산(18:4)(%)|에이코사디에노산(20:2(n-6))(g)|에이코사디에노산(20:2(n-6))(㎎)|에이코사트리에노산(20:3(n-3))(㎎)|에이코사트리에노산(20:3(n-6))(g)|에이코사트리에노산(20:3(n-6))(㎎)|아라키돈산(20:4(n-6))(g)|아라키돈산(20:4(n-6))(㎎)|아라키돈산(20:4(n-6))(%)|에이코사테트라에노산(20:4(n-3))(㎎)|에이코사펜타에노산(20:5(n-3))(g)|에이코사펜타에노산(20:5(n-3))(㎎)|에이코사펜타에노산(20:5(n-3))(%)|도코사디에노산(22:2)(㎎)|도코사펜타에노산(22:5(n-3))(g)|도코사펜타에노산(22:5(n-3))(㎎)|도코사펜타에노산(22:5(n-3))(%)|도코사헥사에노산(22:6(n-3))(g)|도코사헥사에노산(22:6(n-3))(㎎)|도코사헥사에노산(22:6(n-3))(%)|EPA와 DHA의 합(㎎)|오메가 3 지방산(g)|오메가 6 지방산(g)|트랜스 지방산(g)|트랜스 올레산(18:1(n-9)t)(g)|트랜스 올레산(18:1(n-9)t)(㎎)|트랜스 리놀레산 (18:2t)(g)|트랜스 리놀레산 (18:2t)(㎎)|트랜스 리놀렌산(18:3t)(g)|트랜스 리놀렌산(18:3t)(㎎)|트랜스 리놀렌산(18:3t)(%)|냉산가용성물질(㎎)|총 불포화지방산(g)|식염상당량(g)|회분(g)|폐기율(%)|가식부(%)|산가용성물질(%)|카페인(㎎)|성분표출처|발행기관
6956|6957|D018176-ZZ-AVG|D018176|음식|품목대표|일식우동|2020|전국(대표)|평균|면 및 만두류|국수류|800.0|g|-|-|1264.19|-|511.68|-|14.27|25.75|-|243.83|0.14|0.14|0.00|0.00|0.00|0.00|-|-|-|6.05|-|-|-|-|-|-|134.53|2.43|-|29.72|160.90|-|310.05|1252.92|2.56|0.00|-|0.58|-|39.96|-|-|-|-|-|0.00|101.70|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|3.23|0.00|-|-|-|-|2.77|-|0.09|-|0.00|-|-|-|-|-|-|-|-|-|-|-|4.66|-|-|-|0.00|-|0.00|-|-|-|12758.78|-|449.62|1141.91|403.92|155.54|548.33|406.60|-|470.30|402.60|535.20|-|369.89|333.10|516.43|855.89|4013.27|506.16|923.90|726.12|-|-|-|-|-|-|-|0.00|-|-|2.39|-|0.00|-|0.00|-|0.00|-|0.00|-|0.01|-|-|-|0.04|-|-|-|1.61|-|-|-|0.65|-|-|0.08|-|-|-|-|-|-|-|-|0.00|-|-|0.03|-|-|-|3.86|-|-|0.12|-|0.03|-|-|-|-|-|-|-|4.96|-|-|0.60|-|-|0.01|-|-|0.00|-|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.29|0.09|-|0.20|-|0.00|-|-|-|-|-|4.46|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
88|89|D000162-ZZ-AVG|D000162|음식|품목대표|중식우동|2019|전국(대표)|평균|면 및 만두류|중식면류|1000.0|g|-|-|648.471298458626|-|854.281831049117|-|29.4516336533825|21.0223249539495|-|85.3659598148875|1.09927733880657|0|0.898721783251013|0.200555555555556|0|0|-|-|-|22.1666666666667|-|-|-|-|-|-|188.215174444298|-|36.5534790782445|0|329.137769382306|-|461.640255642167|3395.85652049704|0|0|-|0|-|0|-|-|-|-|-|0.0916666666666666|567.796685484372|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|-|-|-|-|0.14|-|0.666608361643045|-|2.73598437840592|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|0|-|0|-|-|-|-|-|0|0|0|0|0|0|-|0|0|0|-|-|0|0|0|0|0|0|0|-|-|-|-|-|-|-|208.419934651873|-|-|3.35100526016739|-|0|-|0|-|0|-|0|-|0|-|-|-|0|-|-|-|2.5|-|-|-|0.7|-|-|0|-|-|-|-|-|-|-|-|0|-|-|0.2|-|-|-|4.2|-|-|0.2|-|0.1|-|-|-|-|-|-|-|3.3|-|-|0.4|-|-|0|-|-|0|-|-|0|-|0.1|-|-|-|0.1|-|-|-|0|-|-|0.4|-|-|-|-|-|0.0315597522721548|0|-|0|-|0|-|-|-|-|-|9.87825052866372|-|-|-|-|식약처('12) 제1권|식품의약품안전처
32873|20692|P036919-ZZ-AVG|P036919|가공식품|상용제품|토마토스프|2020|㈜선인|평균|즉석조리식품|즉석조리식품|100.0|g|9000|-|54|-|-|-|1|3|-|5|3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|120|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|0|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|식약처('20)|식품의약품안전처
10527|2825|R002910-ZZ-AVG|R002910|농축산물|품목대표|소머리국밥|2019|전국(대표)|평균|농축산물|조리가공품류|100.0|g|-|-|79|-|84.4|-|9.5|3.6|-|2.2|-|-|-|-|-|-|-|-|-|0.5|-|-|-|-|-|-|9|12.4|-|-|32|-|37|103|-|-|-|-|-|-|-|-|-|-|-|0|26|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0.02|-|0.2|-|0.9|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0.3|0.4|-|-|-|-|식약처('11)|국립농업과학원
6818|6819|D018038-ZZ-AVG|D018038|음식|품목대표|소곱창구이|2020|전국(대표)|평균|구이류|육류구이|150.0|g|-|-|275.96|-|97.23|-|22.33|17.59|-|7.07|1.67|0.08|0.73|0.86|0.00|0.00|-|-|-|3.19|-|-|-|-|-|-|43.97|2.26|-|34.77|247.13|-|408.59|1971.87|2.92|0.39|-|0.4|-|35.68|-|-|-|-|-|12.09|214.42|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|1.28|0.02|-|-|-|-|1.38|-|0.45|-|0.47|-|-|-|-|-|-|-|-|-|-|-|95.67|-|-|-|14.86|-|0.28|-|-|-|21151.80|-|754.37|1579.42|1658.74|369.30|846.10|924.88|-|1071.84|399.78|1660.92|-|641.28|202.90|1413.04|2064.56|3024.97|1981.42|1456.29|1102.00|-|-|-|-|-|-|-|294.17|-|-|6.17|-|0.00|-|0.00|-|0.00|-|0.01|-|0.01|-|-|-|0.37|-|-|-|2.84|-|-|-|2.91|-|-|0.03|-|-|-|-|-|-|-|-|0.03|-|-|0.18|-|-|-|3.62|-|-|0.14|-|0.02|-|-|-|-|-|-|-|0.99|-|-|0.04|-|-|0.00|-|-|0.01|-|-|0.02|-|0.11|-|-|-|0.00|-|-|-|0.03|-|-|0.01|-|-|-|-|-|0.47|0.40|-|0.06|-|0.01|-|-|-|-|-|5.77|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
17874|5693|P013941-ZZ-AVG|P013941|가공식품|상용제품|햄버거스테이크|2017|CJ제일제당㈜|평균|식육함유가공품|식육함유가공품|30.0|g|-|-|14.85|-|-|-|0.86|0.84|-|0.97|0|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|44.55|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|0|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|식약처 산업체제공('17)|식품의약품안전처
17875|5694|P013942-ZZ-AVG|P013942|가공식품|상용제품|햄버거스테이크|2017|한성기업(주)|평균|식육함유가공품|식육함유가공품|150.0|g|-|-|555.75|-|-|-|38.47|41.62|-|6.97|13.66|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|123.75|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|0|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|식약처 산업체제공('17)|식품의약품안전처
8659|957|R000985-ZZ-AVG|R000985|농축산물|품목대표|양배추구이|2019|전국(대표)|평균|농축산물|채소류|100.0|g|-|-|32|-|90|-|1.71|0.12|-|7.56|5.2|1.65|1.77|1.78|0|0|0|-|-|2.4|-|-|0.8|1.6|-|-|43|0.31|-|14|38|-|240|7|0.15|0.01|-|0.113|-|1.97|4.51|0|-|-|-|0|23|-|0|0|0|-|0.02|-|0.02|0|0|0|0|0|0|0|-|-|-|14.256|14.256|0|0.111|-|0.035|-|0.566|-|-|-|-|-|0|-|-|-|0|0|29|29|-|-|0|-|40.26|-|-|-|1420|364|31|47|52|11|28|37|8|43|28|79|1056|20|12|58|116|504|32|267|47|-|-|-|-|-|-|-|0|0.12|0.08|0.03|-|-|0|-|0|-|0|-|0|-|0|-|0|-|0|-|0|-|27.43|-|0|-|2.21|-|-|0|-|0|0|0|0|0.01|-|-|0|-|-|0|-|0|-|2.34|-|-|4.92|-|0|-|0|-|0|0.08|-|-|23.09|-|-|56.49|-|-|0|-|-|0|0|-|0|-|0|-|-|-|0|-|0|-|0|-|-|0|-|-|0.06|0.02|0|-|0|-|0|-|0|-|-|-|0|0.61|-|-|-|-|농진청('14)|국립농업과학원
7186|7187|D018406-ZZ-AVG|D018406|음식|품목대표|육전|2020|전국(대표)|평균|전.적 및 부침류|육류전|200.0|g|-|-|403.40|-|124.83|-|42.76|23.63|-|4.92|0.79|0.00|0.00|0.08|0.00|0.71|-|-|-|2.13|-|-|-|-|-|-|43.17|5.80|-|38.05|340.89|-|598.60|807.59|13.39|0.11|-|0.06|-|41.57|-|-|-|-|-|5.96|68.54|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|3.38|0.00|-|-|-|-|0.00|-|0.49|-|5.84|-|-|-|-|-|-|-|-|-|-|-|10.06|-|-|-|5.74|-|1.54|-|-|-|38794.23|-|1765.49|3123.73|3763.94|526.45|1605.10|1860.05|-|1964.88|1213.64|2771.18|-|955.94|138.58|2673.61|3711.66|6851.34|2866.74|1277.84|1724.06|-|-|-|-|-|-|-|136.07|-|-|8.58|-|0.00|-|0.00|-|0.00|-|0.01|-|0.02|-|-|-|0.53|-|-|-|4.54|-|-|-|3.43|-|-|0.06|-|-|-|-|-|-|-|-|0.10|-|-|0.56|-|-|-|7.67|-|-|0.20|-|0.04|-|-|-|-|-|-|-|1.67|-|-|0.10|-|-|0.01|-|-|0.00|-|-|0.03|-|0.08|-|-|-|0.01|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.84|0.49|-|0.32|-|0.02|-|-|-|-|-|3.85|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
7207|7208|D018427-ZZ-AVG|D018427|음식|품목대표|알감자조림|2020|전국(대표)|평균|조림류|채소류조림|50.0|g|-|-|56.79|-|37.04|-|1.20|1.76|-|9.05|3.84|1.72|0.59|0.40|0.00|1.14|-|-|-|0.91|-|-|-|-|-|-|8.76|0.23|-|11.75|28.01|-|200.68|243.52|0.15|0.04|-|0.11|-|0.16|-|-|-|-|-|0.00|367.06|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|0.97|0.01|-|-|-|-|0.00|-|0.02|-|0.94|-|-|-|-|-|-|-|-|-|-|-|12.44|-|-|-|0.00|-|0.35|-|-|-|989.99|-|37.27|64.39|54.20|10.27|43.41|42.84|-|57.34|16.20|53.26|-|17.82|3.10|61.65|129.47|265.50|36.41|50.23|46.62|-|-|-|-|-|-|-|0.00|-|-|0.21|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.15|-|-|-|0.06|-|-|0.00|-|-|-|-|-|-|-|-|0.00|-|-|0.00|-|-|-|0.30|-|-|0.02|-|0.00|-|-|-|-|-|-|-|0.73|-|-|0.08|-|-|0.01|-|-|0.00|-|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.01|0.00|-|0.01|-|0.00|-|-|-|-|-|0.95|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
7216|7217|D018436-ZZ-AVG|D018436|음식|품목대표|두부간장조림|2020|전국(대표)|평균|조림류|기타 조림류|50.0|g|-|-|71.55|-|37.48|-|4.82|4.83|-|2.20|1.82|0.34|0.28|0.29|0.00|0.91|-|-|-|0.40|-|-|-|-|-|-|26.71|0.74|-|42.06|75.72|-|93.36|80.66|0.58|0.1|-|0.34|-|9.92|-|-|-|-|-|0.00|47.79|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|2.73|0.07|-|-|-|-|0.48|-|0.03|-|0.60|-|-|-|-|-|-|-|-|-|-|-|9.53|-|-|-|0.00|-|0.32|-|-|-|4676.28|-|222.84|385.86|311.04|50.04|253.44|200.09|-|228.02|112.08|335.90|-|173.01|55.37|204.12|542.39|873.10|197.02|258.50|273.46|-|-|-|-|-|-|-|0.00|-|-|0.68|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.50|-|-|-|0.16|-|-|0.02|-|-|-|-|-|-|-|-|0.00|-|-|0.00|-|-|-|1.02|-|-|0.06|-|0.01|-|-|-|-|-|-|-|2.26|-|-|0.32|-|-|0.01|-|-|0.00|-|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.01|0.00|-|0.01|-|0.00|-|-|-|-|-|0.67|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
7216|7217|D018436-ZZ-AVG|D018436|음식|품목대표|두부고추장조림|2020|전국(대표)|평균|조림류|기타 조림류|50.0|g|-|-|71.55|-|37.48|-|4.82|4.83|-|2.20|1.82|0.34|0.28|0.29|0.00|0.91|-|-|-|0.40|-|-|-|-|-|-|26.71|0.74|-|42.06|75.72|-|93.36|80.66|0.58|0.1|-|0.34|-|9.92|-|-|-|-|-|0.00|47.79|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|2.73|0.07|-|-|-|-|0.48|-|0.03|-|0.60|-|-|-|-|-|-|-|-|-|-|-|9.53|-|-|-|0.00|-|0.32|-|-|-|4676.28|-|222.84|385.86|311.04|50.04|253.44|200.09|-|228.02|112.08|335.90|-|173.01|55.37|204.12|542.39|873.10|197.02|258.50|273.46|-|-|-|-|-|-|-|0.00|-|-|0.68|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.50|-|-|-|0.16|-|-|0.02|-|-|-|-|-|-|-|-|0.00|-|-|0.00|-|-|-|1.02|-|-|0.06|-|0.01|-|-|-|-|-|-|-|2.26|-|-|0.32|-|-|0.01|-|-|0.00|-|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.01|0.00|-|0.01|-|0.00|-|-|-|-|-|0.67|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
278|279|D000473-ZZ-AVG|D000473|음식|품목대표|생선가스|2019|전국(대표)|평균|튀김류|어패류튀김|200.0|g|-|-|653.440718620629|-|85.1060558406997|-|24.3343621677482|41.0958497371898|-|46.5601555787321|1.95804036213681|0.17310141027934|0.267452543894638|0.374662715360238|0.0567666666666667|1.08605702593593|-|-|-|3.84098022685|-|-|-|-|-|-|46.6360358763928|-|0.965913830658997|46.96|339.938678252372|-|328.001433389821|788.622893785792|1.03|0.26|-|0.36|-|0|-|-|-|-|-|9.94299383457659|9.26341057192082|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|14.91|0.65|-|-|-|-|0.087206956844272|-|0.173926020708188|-|2.37006337088419|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|0|-|0|-|-|-|-|-|988.91|1851.31|1895.06|617.74|1036.08|996.92|-|1113.2|524.89|1441.5|-|709.4|210.76|1269.14|2132.25|5593.09|1111.61|1329.56|1158.23|-|-|-|-|-|-|-|72.7230979400076|-|-|7.96264821509739|-|0|-|0|-|0|-|0|-|0.1|-|-|-|0.1|-|-|-|5.8|-|-|-|1.7|-|-|0.1|-|-|-|-|-|-|-|-|0|-|-|0.1|-|-|-|10.2|-|-|0.7|-|0.2|-|-|-|-|-|-|-|16.8|-|-|2|-|-|0.1|-|-|0|-|-|0|-|0|-|-|-|0.1|-|-|-|0|-|-|0.2|-|-|-|-|-|0.247918535621966|0|-|0.2|-|0.1|-|-|-|-|-|2.90357667563027|-|-|-|-|식약처('13) 제2권|식품의약품안전처
283|284|D000480-ZZ-AVG|D000480|음식|품목대표|치킨가스|2019|전국(대표)|평균|튀김류|치킨류|200.0|g|-|-|592.997535749762|-|90.9387063674234|-|27.912837096295|33.9180686308889|-|44.0208924216455|4.15377214315337|0.485258740875181|0.749980964178886|1.09648827147293|0|1.82204416662638|-|-|-|3.86121081090521|-|-|-|-|-|-|156.961722145269|-|1.1526276141115|43.88|387.775803507196|-|394.407358439264|779.271354096778|1.59|0.18|-|0.27|-|0|-|-|-|-|-|22.8542262301219|83.8007955575309|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|10.36|0.72|-|-|-|-|0.181327783822225|-|0.232889369446176|-|7.74870610464027|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|0|-|0|-|-|-|-|-|1193.08|2152.52|2180.71|648.45|1203.9|1145.45|-|1341.63|876.47|1542.63|-|803.3|204.22|1385.61|2304.93|6106.01|1109.86|1636.43|1285.87|-|-|-|-|-|-|-|72.9698339563281|-|-|8.4170107007006|-|0|-|0|-|0|-|0.1|-|0.1|-|-|-|0.3|-|-|-|5.9|-|-|-|1.7|-|-|0.1|-|-|-|-|-|-|-|-|0|-|-|0.2|-|-|-|8.8|-|-|0.6|-|0.1|-|-|-|-|-|-|-|12.5|-|-|1.4|-|-|0.1|-|-|0|-|-|0|-|0|-|-|-|0|-|-|-|0|-|-|0|-|-|-|-|-|0.269827177234224|0.1|-|0.2|-|0|-|-|-|-|-|3.20949548374717|-|-|-|-|식약처('13) 제2권|식품의약품안전처
7124|7125|D018344-ZZ-AVG|D018344|음식|품목대표|도라시생채|2020|전국(대표)|평균|생채및 무침류|나물.채소류무침|160.0|g|-|-|123.97|-|128.23|-|3.30|0.82|-|25.84|8.40|6.67|0.71|1.02|0.00|0.00|-|-|-|7.33|-|-|-|-|-|-|55.39|0.67|-|41.29|77.17|-|258.90|452.91|0.45|0.17|-|0.18|-|2.17|-|-|-|-|-|0.00|156.05|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|3.36|0.00|-|-|-|-|0.00|-|0.08|-|0.17|-|-|-|-|-|-|-|-|-|-|-|13.32|-|-|-|0.00|-|1.06|-|-|-|2292.26|-|56.07|87.43|64.36|23.61|60.82|74.61|-|79.52|28.16|642.62|-|40.00|0.00|76.88|185.29|670.05|45.63|72.62|84.57|-|-|-|-|-|-|-|0.00|-|-|0.21|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.15|-|-|-|0.05|-|-|0.01|-|-|-|-|-|-|-|-|0.00|-|-|0.00|-|-|-|0.34|-|-|0.01|-|0.00|-|-|-|-|-|-|-|0.59|-|-|0.02|-|-|0.00|-|-|0.00|-|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.00|0.00|-|0.00|-|0.00|-|-|-|-|-|1.81|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
7177|7178|D018397-ZZ-AVG|D018397|음식|품목대표|무피클|2020|전국(대표)|평균|장아찌 및 절임류|장아찌.절임류|130.0|g|-|-|22.10|-|124.04|-|0.68|0.39|-|3.97|2.27|0.00|1.26|1.02|0.00|0.00|-|-|-|1.97|-|-|-|-|-|-|22.19|0.18|-|8.21|14.47|-|121.69|245.30|0.14|0.00|-|0.04|-|3.65|-|-|-|-|-|0.00|0.00|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|0.09|0.00|-|-|-|-|0.00|-|0.00|-|0.00|-|-|-|-|-|-|-|-|-|-|-|11.13|-|-|-|0.00|-|0.00|-|-|-|1767.67|-|29.20|49.05|92.68|2.16|124.70|85.38|-|64.03|32.83|162.10|-|113.09|13.63|74.44|141.27|622.26|41.34|0.00|119.52|-|-|-|-|-|-|-|0.00|-|-|0.02|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.01|-|-|-|0.00|-|-|0.00|-|-|-|-|-|-|-|-|0.00|-|-|0.00|-|-|-|0.00|-|-|0.00|-|0.00|-|-|-|-|-|-|-|0.01|-|-|0.01|-|-|0.00|-|-|0.00|-|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.00|0.00|-|0.00|-|0.00|-|-|-|-|-|0.92|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
