|NO|SAMPLE_ID|식품코드|DB군|상용제품|식품명|연도|지역 / 제조사|채취시기|식품대분류|식품상세분류|1회제공량|내용량_단위|총내용량(g)|총내용량(mL)|에너지(㎉)|에너지(kj)|수분(g)|수분(%)|단백질(g)|지방(g)|지질-가식부 100g당|탄수화물(g)|총당류(g)|자당(g)|포도당(g)|과당(g)|유당(g)|맥아당(g)|갈락토오스(g)|당알콜(g)|에리스리톨(g)|총 식이섬유(g)|총 식이섬유(mg)|총 식이섬유(%)|수용성 식이섬유(g)|불용성 식이섬유(g)|셀룰로오스(%)|리그닌(%)|칼슘(㎎)|철(㎎)|철(㎍)|마그네슘(㎎)|인(㎎)|칼륨(g)|칼륨(㎎)|나트륨(㎎)|아연(㎎)|구리(㎎)|구리(㎍)|망간(㎎)|망간(㎍)|셀레늄(㎍)|몰리브덴(㎍)|요오드(㎍)|염소(㎎)|비타민 A(㎍)|비타민 A(㎍ RE)|레티놀(㎍)|베타카로틴(㎍)|레티놀A효능|비타민 D(D2+D3)(㎍)|비타민 D2(㎍)|비타민 D3(㎍)|비타민 D1(㎍)|비타민 E(㎎)|비타민 E(㎎ α-TE)|알파 토코페롤(㎎)|베타 토코페롤(㎎)|감마 토코페롤(㎎)|델타 토코페롤(㎎)|알파 토코트리에놀(㎎)|베타 토코트리에놀(㎎)|감마 토코트리에놀(㎎)|델타 토코트리에놀(㎎)|토코페롤(㎎)|토코트리에놀(㎎)|비타민 K(㎎)|비타민 K(㎍)|비타민 K1(㎍)|비타민 K2(㎍)|비타민 B1(㎎)|비타민 B1(㎍)|비타민 B2(㎎)|비타민 B2(㎍)|나이아신(㎎)|나이아신(㎎ NE)|나이아신(NE)(㎎)|나이아신(NE)(㎎ NE)|니코틴산 (㎎)|니코틴아마이드(㎎)|판토텐산(㎎)|판토텐산(㎍)|비타민 B6(㎎)|비타민 B6(㎍)|피리독신(㎎)|비오틴(㎍)|엽산(DFE)(㎍)|엽산 - 천연 엽산(㎍)|엽산 - 합성 엽산(㎍)|비타민 B12(㎎)|비타민 B12(㎍)|비타민 C(g)|비타민 C(㎎)|콜린(g)|콜린(㎎)|총 아미노산(g)|총 아미노산(㎎)|필수 아미노산(㎎)|이소류신(㎎)|류신(㎎)|라이신(㎎)|메티오닌(㎎)|페닐알라닌(㎎)|트레오닌(㎎)|트립토판(㎎)|발린(㎎)|히스티딘(㎎)|아르기닌(㎎)|비필수 아미노산(㎎)|티로신(㎎)|시스테인(㎎)|알라닌(㎎)|아스파르트산(㎎)|글루탐산(㎎)|글리신(㎎)|프롤린(㎎)|세린(㎎)|타우린(㎎)|글리신 베타인 (㎎)|호마린(㎎)|트리고넬린(㎎)|리보핵산(㎎)|데옥시리보핵산(㎎)|콜레스테롤(g)|콜레스테롤(㎎)|총 지방산(g)|총 필수 지방산(g)|총 포화 지방산(g)|총 포화 지방산(%)|부티르산(4:0)(g)|부티르산(4:0)(㎎)|카프로산(6:0)(g)|카프로산(6:0)(㎎)|카프릴산(8:0)(g)|카프릴산(8:0)(㎎)|카프르산(10:0)(g)|카프르산(10:0)(㎎)|라우르산(12:0)(g)|라우르산(12:0)(㎎)|라우르산(12:0)(%)|트라이데칸산(13:0)(㎎)|미리스트산(14:0)(g)|미리스트산(14:0)(㎎)|미리스트산(14:0)(%)|펜타데칸산(15:0)(㎎)|팔미트산(16:0)(g)|팔미트산(16:0)(㎎)|팔미트산(16:0)(%)|헵타데칸산(17:0)(㎎)|스테아르산(18:0)(g)|스테아르산(18:0)(㎎)|스테아르산(18:0)(%)|아라키드산(20:0)(g)|아라키드산(20:0)(㎎)|아라키드산(20:0)(%)|헨에이코산산(21:0)(㎎)|베헨산(22:0)(㎎)|트리코산산(23:0)(㎎)|리그노세르산(24:0)(㎎)|총 단일 불포화지방산(g)|총 단일 불포화지방산(%)|미리스톨레산(14:1)(g)|미리스톨레산(14:1)(㎎)|미리스톨레산(14:1)(%)|팔미톨레산(16:1)(g)|팔미톨레산(16:1)(㎎)|팔미톨레산(16:1)(%)|헵타데센산(17:1)(㎎)|올레산(18:1(n-9))(g)|올레산(18:1(n-9))(㎎)|올레산(18:1(n-9))(%)|박센산(18:1(n-7))(g)|박센산(18:1(n-7))(㎎)|가돌레산(20:1)(g)|가돌레산(20:1)(㎎)|가돌레산(20:1)(%)|에루크산(22:1)(㎎)|에루크산(22:1)(%)|네르본산(24:1)(㎎)|총 다중 불포화지방산(g)|총 다중 불포화지방산(%)|리놀레산(18:2(n-6)c)(g)|리놀레산(18:2(n-6)c)(㎎)|리놀레산(18:2(n-6)c)(%)|알파 리놀렌산(18:3(n-3))(g)|알파 리놀렌산(18:3(n-3))(㎎)|리놀렌산(18:3(n-3)(%)|감마 리놀렌산(18:3(n-6))(g)|감마 리놀렌산(18:3(n-6))(㎎)|스테아리돈산(18:4)(%)|에이코사디에노산(20:2(n-6))(g)|에이코사디에노산(20:2(n-6))(㎎)|에이코사트리에노산(20:3(n-3))(㎎)|에이코사트리에노산(20:3(n-6))(g)|에이코사트리에노산(20:3(n-6))(㎎)|아라키돈산(20:4(n-6))(g)|아라키돈산(20:4(n-6))(㎎)|아라키돈산(20:4(n-6))(%)|에이코사테트라에노산(20:4(n-3))(㎎)|에이코사펜타에노산(20:5(n-3))(g)|에이코사펜타에노산(20:5(n-3))(㎎)|에이코사펜타에노산(20:5(n-3))(%)|도코사디에노산(22:2)(㎎)|도코사펜타에노산(22:5(n-3))(g)|도코사펜타에노산(22:5(n-3))(㎎)|도코사펜타에노산(22:5(n-3))(%)|도코사헥사에노산(22:6(n-3))(g)|도코사헥사에노산(22:6(n-3))(㎎)|도코사헥사에노산(22:6(n-3))(%)|EPA와 DHA의 합(㎎)|오메가 3 지방산(g)|오메가 6 지방산(g)|트랜스 지방산(g)|트랜스 올레산(18:1(n-9)t)(g)|트랜스 올레산(18:1(n-9)t)(㎎)|트랜스 리놀레산 (18:2t)(g)|트랜스 리놀레산 (18:2t)(㎎)|트랜스 리놀렌산(18:3t)(g)|트랜스 리놀렌산(18:3t)(㎎)|트랜스 리놀렌산(18:3t)(%)|냉산가용성물질(㎎)|총 불포화지방산(g)|식염상당량(g)|회분(g)|폐기율(%)|가식부(%)|산가용성물질(%)|카페인(㎎)|성분표출처|발행기관
227|228|D000394-ZZ-AVG|D000394|음식|품목대표|곱창전골|2019|전국(대표)|평균|찌개 및 전골류|육류찌개.전골|600.0|g|-|-|529|-|494.9|-|41.6|27.3|-|29.2|2.3|0.2|0.5|1.5|0|0.1|-|-|-|13.2|-|-|-|-|-|-|148.95|-|6.39|92.89|423.89|-|725.81|1779.63|4.81|0.44|-|1.31|-|63.39|-|-|-|-|-|5.05|3077.4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|6.86|0.18|-|-|-|-|0.49|-|0.58|-|6.17|-|-|-|-|-|-|-|-|-|-|-|104.07|-|-|-|0.58|-|4.32|-|-|-|-|-|1284.57|2808.37|2614.68|607.08|1572.11|1638.29|-|1667.62|839.36|2677.97|-|1104.25|423.32|2487.95|3712.39|7133.94|628.05|2443.28|1875.67|-|-|-|-|-|-|-|453.19|-|-|8.3|-|0|-|0|-|0|-|0|-|0|-|-|-|0.5|-|-|-|4.4|-|-|-|3.3|-|-|0|-|-|-|-|-|-|-|-|0.1|-|-|0.4|-|-|-|6.1|-|-|0.2|-|0.9|-|-|-|-|-|-|-|1.7|-|-|0.8|-|-|0|-|-|0|-|-|0|-|0|-|-|-|0|-|-|-|0|-|-|0|-|-|-|-|-|0.5|0.4|-|0.1|-|0|-|-|-|-|-|7|-|-|-|-|식약처('15) 제3권|식품의약품안전처
1|2|D000007-ZZ-AVG|D000007|음식|품목대표|닭갈비|2019|전국(대표)|평균|구이류|육류구이|400.0|g|-|-|595.61|-|276.4|-|45.9|25.8|-|44.9|21.2|3.6|5.9|4.8|0|6.9|-|-|-|11.6|-|-|-|-|-|-|98.64|-|3.38|104.42|505.25|-|1200.24|1535.83|3.55|0.34|-|0.97|-|57.56|-|-|-|-|-|38.61|2133.37|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|6.82|0.04|-|-|-|-|0.24|-|0.37|-|1.23|-|-|-|-|-|-|-|-|-|-|-|108.13|-|-|-|1.12|-|5.54|-|-|-|-|-|1796.24151075719|3245.40464371184|3593.31213240036|878.040312336548|1830.14127194101|2019.9394227759|-|1966.31473590112|1198.58224877347|2851.72274483|-|1310.51326329693|307.730115350377|2465.1998212526|4361.76110854525|7778.83843669619|2230.07868308554|1865.82488189018|1833.38617767634|-|-|-|-|-|-|-|193.4|-|-|6|-|0|-|0|-|0|-|0.00169830717683266|-|0.0317943799610758|-|-|-|0.179374770348105|-|-|-|4.48483692256034|-|-|-|1.27094632800629|-|-|0.031974799247989|-|-|-|-|-|-|-|-|0.0505025093215654|-|-|1.29026338814361|-|-|-|8.11557700814867|-|-|0.464755835992049|-|0.0821514653597206|-|-|-|-|-|-|-|4.85129439150118|-|-|0.443452616478064|-|-|0.0207316688429758|-|-|0.0266817256973322|-|-|0.0403311208335205|-|0.127788794975451|-|-|-|0.00614346147726683|-|-|-|0.0157059786402594|-|-|0.00978204396329809|-|-|-|-|-|0.2|0.0750485023295658|-|0.0646068457814869|-|0.0132108495883938|-|-|-|-|-|7|-|-|-|-|식약처('16) 제4권|식품의약품안전처
6819|6820|D018039-ZZ-AVG|D018039|음식|품목대표|소불고기|2020|전국(대표)|평균|구이류|육류구이|200.0|g|-|-|339.22|-|135.81|-|32.82|19.32|-|8.51|6.48|3.78|1.54|1.15|0.00|0.00|-|-|-|7.07|-|-|-|-|-|-|37.46|4.59|-|45.12|306.40|-|617.28|835.81|9.33|0.21|-|0.35|-|42.17|-|-|-|-|-|3.95|382.24|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|2.43|0.00|-|-|-|-|0.19|-|0.40|-|21.35|-|-|-|-|-|-|-|-|-|-|-|36.52|-|-|-|3.40|-|8.70|-|-|-|29646.67|-|1316.14|2447.66|2695.76|671.25|1316.77|1422.62|-|1585.83|928.41|2130.60|-|973.83|228.20|1771.34|2879.01|4909.56|1694.95|1409.24|1265.51|-|-|-|-|-|-|-|100.04|-|-|6.51|-|0.00|-|0.00|-|0.00|-|0.01|-|0.01|-|-|-|0.41|-|-|-|3.93|-|-|-|2.11|-|-|0.03|-|-|-|-|-|-|-|-|0.11|-|-|0.51|-|-|-|6.03|-|-|0.27|-|0.03|-|-|-|-|-|-|-|2.98|-|-|0.33|-|-|0.02|-|-|0.01|-|-|0.03|-|0.06|-|-|-|0.01|-|-|-|0.03|-|-|0.00|-|-|-|-|-|0.39|0.25|-|0.12|-|0.02|-|-|-|-|-|3.53|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
7219|7220|D018439-ZZ-AVG|D018439|음식|품목대표|메추리알장조림|2020|전국(대표)|평균|조림류|기타 조림류|100.0|g|-|-|202.86|-|63.60|-|14.25|13.41|-|6.30|3.48|1.33|0.34|0.09|0.00|1.73|-|-|-|0.76|-|-|-|-|-|-|74.26|2.93|-|20.74|269.40|-|131.51|754.51|1.79|0.10|-|0.15|-|70.59|-|-|-|-|-|193.97|0.00|-|-|-|0.74|-|-|-|-|-|-|-|-|-|-|-|1.52|0.03|-|-|-|-|0.03|-|0.35|-|0.07|-|-|-|-|-|-|-|-|-|-|-|127.24|-|-|-|5.11|-|1.30|-|-|-|13631.10|-|627.58|1156.13|994.41|460.63|761.25|870.27|-|863.00|357.63|724.57|-|561.18|239.78|730.08|1281.28|1839.95|505.56|546.14|1111.66|-|-|-|-|-|-|-|389.45|-|-|4.18|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.06|-|-|-|3.01|-|-|-|1.10|-|-|0.00|-|-|-|-|-|-|-|-|0.01|-|-|0.48|-|-|-|5.28|-|-|0.27|-|0.02|-|-|-|-|-|-|-|1.24|-|-|0.02|-|-|0.00|-|-|0.01|-|-|0.01|-|0.25|-|-|-|0.00|-|-|-|0.01|-|-|0.06|-|-|-|-|-|0.08|0.03|-|0.02|-|0.03|-|-|-|-|-|2.44|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
7317|7318|D018537-ZZ-AVG|D018537|음식|품목대표|돈가스|2020|전국(대표)|평균|튀김류|육류튀김|200.0|g|-|-|463.93|-|113.49|-|33.75|26.52|-|22.57|8.98|2.95|3.69|2.34|0.00|0.00|-|-|-|2.24|-|-|-|-|-|-|36.00|1.12|-|47.93|335.52|-|748.30|814.80|2.38|0.16|-|0.25|-|27.59|-|-|-|-|-|13.09|110.07|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|10.15|0.00|-|-|-|-|1.08|-|0.43|-|0.00|-|-|-|-|-|-|-|-|-|-|-|52.46|-|-|-|0.57|-|5.94|-|-|-|29583.19|-|1574.62|2563.13|2674.52|575.10|1234.00|1345.23|-|1639.71|1252.54|1846.96|-|675.04|58.67|1783.52|2942.16|5458.62|1479.35|1335.93|1144.12|-|-|-|-|-|-|-|99.49|-|-|4.88|-|0.00|-|0.00|-|0.00|-|0.00|-|0.06|-|-|-|0.22|-|-|-|3.09|-|-|-|1.45|-|-|0.06|-|-|-|-|-|-|-|-|0.01|-|-|0.20|-|-|-|5.26|-|-|0.38|-|0.06|-|-|-|-|-|-|-|6.58|-|-|0.66|-|-|0.06|-|-|0.04|-|-|0.01|-|0.08|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.16|0.05|-|0.10|-|0.01|-|-|-|-|-|3.68|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
7309|7310|D018529-ZZ-AVG|D018529|음식|품목대표|감자튀김|2020|전국(대표)|평균|튀김류|채소류튀김|150.0|g|-|-|467.75|-|61.79|-|6.82|25.51|-|52.72|0.55|0.26|0.14|0.12|0.00|0.04|-|-|-|5.91|-|-|-|-|-|-|19.54|1.55|-|60.91|184.98|-|985.33|117.11|0.88|0.19|-|0.39|-|0.57|-|-|-|-|-|0.00|10.65|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|7.71|0.00|-|-|-|-|0.00|-|0.26|-|0.00|-|-|-|-|-|-|-|-|-|-|-|29.21|-|-|-|0.00|-|1.79|-|-|-|4743.43|-|205.91|372.33|328.48|37.73|236.44|253.67|-|260.45|97.51|250.33|-|103.27|11.29|192.35|1017.49|877.02|198.11|71.75|229.30|-|-|-|-|-|-|-|0.00|-|-|4.93|-|0.00|-|0.00|-|0.01|-|0.00|-|0.03|-|-|-|0.08|-|-|-|3.89|-|-|-|0.83|-|-|0.10|-|-|-|-|-|-|-|-|0.00|-|-|0.02|-|-|-|6.79|-|-|0.28|-|0.09|-|-|-|-|-|-|-|6.19|-|-|0.81|-|-|0.04|-|-|0.00|-|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.10|0.01|-|0.08|-|0.00|-|-|-|-|-|3.16|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
7311|7312|D018531-ZZ-AVG|D018531|음식|품목대표|김말이튀김|2020|전국(대표)|평균|튀김류|기타 튀김류|150.0|g|-|-|384.91|-|81.88|-|2.97|23.78|-|39.75|1.22|0.43|0.43|0.36|0.00|0.00|-|-|-|3.25|-|-|-|-|-|-|46.94|1.68|-|18.31|74.03|-|142.82|481.95|0.20|0.08|-|0.25|-|5.41|-|-|-|-|-|0.00|1361.45|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|12.73|0.07|-|-|-|-|0.15|-|0.30|-|0.27|-|-|-|-|-|-|-|-|-|-|-|48.60|-|-|-|2.27|-|5.83|-|-|-|2585.51|-|98.40|192.93|93.79|44.08|112.21|107.81|-|147.51|36.94|185.82|-|54.58|19.16|204.47|175.30|661.78|117.74|205.43|127.57|-|-|-|-|-|-|-|0.00|-|-|3.20|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.02|-|-|-|2.21|-|-|-|0.90|-|-|0.07|-|-|-|-|-|-|-|-|0.00|-|-|0.02|-|-|-|4.47|-|-|0.29|-|0.06|-|-|-|-|-|-|-|10.87|-|-|1.38|-|-|0.09|-|-|0.01|-|-|0.00|-|0.00|-|-|-|0.08|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.12|0.00|-|0.11|-|0.01|-|-|-|-|-|1.62|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
6916|6917|D018136-ZZ-AVG|D018136|음식|품목대표|무나물|2020|전국(대표)|평균|숙채류|나물.숙채류|50.0|g|-|-|10.56|-|46.97|-|0.31|0.23|-|1.82|1.65|0.00|0.75|0.90|0.00|0.00|-|-|-|0.82|-|-|-|-|-|-|12.32|0.03|-|4.75|5.44|-|94.17|176.09|0.09|0.0|-|0.13|-|0.52|-|-|-|-|-|0.00|0.00|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|0.03|0.00|-|-|-|-|0.07|-|0.01|-|0.03|-|-|-|-|-|-|-|-|-|-|-|7.62|-|-|-|0.00|-|0.12|-|-|-|248.93|-|22.90|0.00|17.45|0.00|7.89|19.72|-|19.39|18.31|0.00|-|0.00|0.00|13.02|28.84|77.24|3.25|0.00|20.92|-|-|-|-|-|-|-|0.00|-|-|0.02|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.01|-|-|-|0.00|-|-|0.00|-|-|-|-|-|-|-|-|0.00|-|-|0.01|-|-|-|0.01|-|-|0.00|-|0.00|-|-|-|-|-|-|-|0.01|-|-|0.01|-|-|0.00|-|-|0.00|-|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.00|0.00|-|0.00|-|0.00|-|-|-|-|-|0.67|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
177|178|D000316-ZZ-AVG|D000316|음식|품목대표|마늘쫑장아찌|2019|전국(대표)|평균|장아찌 및 절임류|장아찌.절임류|50.0|g|-|-|30|-|40.8|-|1|0.5|-|5.4|3.9|1.2|1.1|1.1|0|0.5|-|-|-|1.6|-|-|-|-|-|-|15.49|-|0.35|12.5|17.5|-|78.93|813.64|0.14|0.03|-|0.08|-|0|-|-|-|-|-|0|69.95|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0.24|0|-|-|-|-|0.07|-|0.02|-|0.06|-|-|-|-|-|-|-|-|-|-|-|15.89|-|-|-|0|-|0.75|-|-|-|-|-|34.77|60.54|50.14|7.07|37.38|31.99|-|42.81|12.35|45.71|-|16.92|5.43|46.93|95.09|199.52|37.84|37.18|40.06|-|-|-|-|-|-|-|0|-|-|0|-|0|-|0|-|0|-|0|-|0|-|-|-|0|-|-|-|0|-|-|-|0|-|-|0|-|-|-|-|-|-|-|-|0|-|-|0|-|-|-|0|-|-|0|-|0|-|-|-|-|-|-|-|0.1|-|-|0|-|-|0|-|-|0|-|-|0|-|0|-|-|-|0|-|-|-|0|-|-|0|-|-|-|-|-|0|0|-|0|-|0|-|-|-|-|-|2.3|-|-|-|-|식약처('17) 제5권|식품의약품안전처
6792|6793|D018012-ZZ-AVG|D018012|음식|품목대표|경단|2020|전국(대표)|평균|곡류 및 서류|떡류|100.0|g|-|-|239.92|-|47.32|-|6.28|6.72|-|38.58|0.61|0.13|0.10|0.11|0.00|0.27|-|-|-|4.57|-|-|-|-|-|-|177.89|0.84|-|46.75|104.33|-|74.90|202.87|1.41|0.31|-|0.59|-|3.48|-|-|-|-|-|0.00|0.00|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|2.32|0.12|-|-|-|-|0.00|-|0.02|-|1.21|-|-|-|-|-|-|-|-|-|-|-|27.41|-|-|-|0.00|-|0.00|-|-|-|5791.97|-|252.79|485.89|188.98|126.07|310.01|226.82|-|325.26|147.83|621.48|-|207.05|24.00|330.80|553.11|1257.06|299.54|129.49|305.80|-|-|-|-|-|-|-|0.00|-|-|0.99|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.01|-|-|-|0.66|-|-|-|0.29|-|-|0.04|-|-|-|-|-|-|-|-|0.00|-|-|0.01|-|-|-|2.22|-|-|0.05|-|0.01|-|-|-|-|-|-|-|2.63|-|-|0.00|-|-|0.00|-|-|0.00|-|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.00|0.00|-|0.00|-|0.00|-|-|-|-|-|1.09|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
6783|6784|D018003-ZZ-AVG|D018003|음식|품목대표|찰떡|2020|전국(대표)|평균|곡류 및 서류|떡류|100.0|g|-|-|218.16|-|47.44|-|6.78|2.44|-|42.27|2.98|1.13|1.84|0.00|0.00|0.00|-|-|-|3.77|-|-|-|-|-|-|19.38|0.75|-|36.22|91.00|-|191.12|187.83|1.01|0.17|-|0.59|-|9.91|-|-|-|-|-|0.41|3.60|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|1.85|0.05|-|-|-|-|0.00|-|0.17|-|0.00|-|-|-|-|-|-|-|-|-|-|-|33.99|-|-|-|0.00|-|1.85|-|-|-|6322.76|-|272.81|537.66|353.81|88.84|358.99|238.95|-|357.44|150.26|579.89|-|153.73|59.17|314.36|678.19|1209.16|285.03|329.48|354.99|-|-|-|-|-|-|-|0.00|-|-|0.28|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.22|-|-|-|0.05|-|-|0.00|-|-|-|-|-|-|-|-|0.00|-|-|0.00|-|-|-|0.32|-|-|0.02|-|0.00|-|-|-|-|-|-|-|0.77|-|-|0.12|-|-|0.00|-|-|0.00|-|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.00|0.00|-|0.00|-|0.00|-|-|-|-|-|1.07|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
6781|6782|D018001-ZZ-AVG|D018001|음식|품목대표|송편|2020|전국(대표)|평균|곡류 및 서류|떡류|100.0|g|-|-|219.01|-|48.27|-|4.65|3.23|-|42.83|1.98|0.04|0.75|1.00|0.00|0.19|-|-|-|4.38|-|-|-|-|-|-|96.23|0.46|-|32.02|64.88|-|49.58|259.75|0.95|0.21|-|0.44|-|3.95|-|-|-|-|-|0.00|0.00|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|1.40|0.09|-|-|-|-|0.31|-|0.01|-|0.48|-|-|-|-|-|-|-|-|-|-|-|16.40|-|-|-|0.00|-|0.00|-|-|-|3472.16|-|137.29|312.80|117.77|19.72|213.70|150.94|-|188.66|87.80|365.59|-|98.76|19.99|193.08|331.56|781.92|178.79|69.43|204.35|-|-|-|-|-|-|-|0.00|-|-|0.62|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.01|-|-|-|0.43|-|-|-|0.16|-|-|0.02|-|-|-|-|-|-|-|-|0.00|-|-|0.00|-|-|-|1.22|-|-|0.03|-|0.01|-|-|-|-|-|-|-|1.43|-|-|0.18|-|-|0.00|-|-|0.00|-|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.00|0.00|-|0.00|-|0.00|-|-|-|-|-|1.02|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
10040|2338|R002398-ZZ-AVG|R002398|농축산물|품목대표|문어|2019|전국(대표)|평균|농축산물|어패류 및 기타 수산물|100.0|g|-|-|99|-|76.2|-|21.7|0.7|-|0.1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|19|0.2|-|52|120|-|240|230|1.8|0.43|-|0.04|-|28|1|8|-|-|-|5|0|-|-|-|-|-|1.9|-|1.9|0|0|0|-|-|-|-|-|-|-|-|-|-|0.03|-|0.05|-|1.9|-|-|-|-|-|0.17|-|0.07|-|-|5.6|2|-|-|-|1.2|-|tr|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|150|0.20|0.02|0.06|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|1|-|32|-|3|-|21|-|-|0|-|-|-|-|-|0.02|-|-|0|-|-|1|-|0|-|-|-|-|-|-|8|-|tr|-|1|0.12|-|-|tr|-|-|tr|-|-|-|-|-|1|-|-|0|-|15|-|-|-|35|-|0|-|5|-|-|63|-|-|0.10|0.02|-|-|-|-|-|-|-|-|-|-|0.6|1.3|0|-|-|-|JAPAN('15)|국립농업과학원
9307|1605|R001659-ZZ-AVG|R001659|농축산물|품목대표|소고기|2019|전국(대표)|평균|농축산물|육류|100.0|g|-|-|278|-|59.2|-|16.9|22.8|-|0|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|51|-|-|-|134|-|234|43|-|-|-|-|-|-|-|-|-|-|-|12|0|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0.14|-|0.29|-|1.6|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0.1|1.1|-|-|-|-|농진청('11)|국립농업과학원
