|NO|SAMPLE_ID|식품코드|DB군|상용제품|식품명|연도|지역 / 제조사|채취시기|식품대분류|식품상세분류|1회제공량|내용량_단위|총내용량(g)|총내용량(mL)|에너지(㎉)|에너지(kj)|수분(g)|수분(%)|단백질(g)|지방(g)|지질-가식부 100g당|탄수화물(g)|총당류(g)|자당(g)|포도당(g)|과당(g)|유당(g)|맥아당(g)|갈락토오스(g)|당알콜(g)|에리스리톨(g)|총 식이섬유(g)|총 식이섬유(mg)|총 식이섬유(%)|수용성 식이섬유(g)|불용성 식이섬유(g)|셀룰로오스(%)|리그닌(%)|칼슘(㎎)|철(㎎)|철(㎍)|마그네슘(㎎)|인(㎎)|칼륨(g)|칼륨(㎎)|나트륨(㎎)|아연(㎎)|구리(㎎)|구리(㎍)|망간(㎎)|망간(㎍)|셀레늄(㎍)|몰리브덴(㎍)|요오드(㎍)|염소(㎎)|비타민 A(㎍)|비타민 A(㎍ RE)|레티놀(㎍)|베타카로틴(㎍)|레티놀A효능|비타민 D(D2+D3)(㎍)|비타민 D2(㎍)|비타민 D3(㎍)|비타민 D1(㎍)|비타민 E(㎎)|비타민 E(㎎ α-TE)|알파 토코페롤(㎎)|베타 토코페롤(㎎)|감마 토코페롤(㎎)|델타 토코페롤(㎎)|알파 토코트리에놀(㎎)|베타 토코트리에놀(㎎)|감마 토코트리에놀(㎎)|델타 토코트리에놀(㎎)|토코페롤(㎎)|토코트리에놀(㎎)|비타민 K(㎎)|비타민 K(㎍)|비타민 K1(㎍)|비타민 K2(㎍)|비타민 B1(㎎)|비타민 B1(㎍)|비타민 B2(㎎)|비타민 B2(㎍)|나이아신(㎎)|나이아신(㎎ NE)|나이아신(NE)(㎎)|나이아신(NE)(㎎ NE)|니코틴산 (㎎)|니코틴아마이드(㎎)|판토텐산(㎎)|판토텐산(㎍)|비타민 B6(㎎)|비타민 B6(㎍)|피리독신(㎎)|비오틴(㎍)|엽산(DFE)(㎍)|엽산 - 천연 엽산(㎍)|엽산 - 합성 엽산(㎍)|비타민 B12(㎎)|비타민 B12(㎍)|비타민 C(g)|비타민 C(㎎)|콜린(g)|콜린(㎎)|총 아미노산(g)|총 아미노산(㎎)|필수 아미노산(㎎)|이소류신(㎎)|류신(㎎)|라이신(㎎)|메티오닌(㎎)|페닐알라닌(㎎)|트레오닌(㎎)|트립토판(㎎)|발린(㎎)|히스티딘(㎎)|아르기닌(㎎)|비필수 아미노산(㎎)|티로신(㎎)|시스테인(㎎)|알라닌(㎎)|아스파르트산(㎎)|글루탐산(㎎)|글리신(㎎)|프롤린(㎎)|세린(㎎)|타우린(㎎)|글리신 베타인 (㎎)|호마린(㎎)|트리고넬린(㎎)|리보핵산(㎎)|데옥시리보핵산(㎎)|콜레스테롤(g)|콜레스테롤(㎎)|총 지방산(g)|총 필수 지방산(g)|총 포화 지방산(g)|총 포화 지방산(%)|부티르산(4:0)(g)|부티르산(4:0)(㎎)|카프로산(6:0)(g)|카프로산(6:0)(㎎)|카프릴산(8:0)(g)|카프릴산(8:0)(㎎)|카프르산(10:0)(g)|카프르산(10:0)(㎎)|라우르산(12:0)(g)|라우르산(12:0)(㎎)|라우르산(12:0)(%)|트라이데칸산(13:0)(㎎)|미리스트산(14:0)(g)|미리스트산(14:0)(㎎)|미리스트산(14:0)(%)|펜타데칸산(15:0)(㎎)|팔미트산(16:0)(g)|팔미트산(16:0)(㎎)|팔미트산(16:0)(%)|헵타데칸산(17:0)(㎎)|스테아르산(18:0)(g)|스테아르산(18:0)(㎎)|스테아르산(18:0)(%)|아라키드산(20:0)(g)|아라키드산(20:0)(㎎)|아라키드산(20:0)(%)|헨에이코산산(21:0)(㎎)|베헨산(22:0)(㎎)|트리코산산(23:0)(㎎)|리그노세르산(24:0)(㎎)|총 단일 불포화지방산(g)|총 단일 불포화지방산(%)|미리스톨레산(14:1)(g)|미리스톨레산(14:1)(㎎)|미리스톨레산(14:1)(%)|팔미톨레산(16:1)(g)|팔미톨레산(16:1)(㎎)|팔미톨레산(16:1)(%)|헵타데센산(17:1)(㎎)|올레산(18:1(n-9))(g)|올레산(18:1(n-9))(㎎)|올레산(18:1(n-9))(%)|박센산(18:1(n-7))(g)|박센산(18:1(n-7))(㎎)|가돌레산(20:1)(g)|가돌레산(20:1)(㎎)|가돌레산(20:1)(%)|에루크산(22:1)(㎎)|에루크산(22:1)(%)|네르본산(24:1)(㎎)|총 다중 불포화지방산(g)|총 다중 불포화지방산(%)|리놀레산(18:2(n-6)c)(g)|리놀레산(18:2(n-6)c)(㎎)|리놀레산(18:2(n-6)c)(%)|알파 리놀렌산(18:3(n-3))(g)|알파 리놀렌산(18:3(n-3))(㎎)|리놀렌산(18:3(n-3)(%)|감마 리놀렌산(18:3(n-6))(g)|감마 리놀렌산(18:3(n-6))(㎎)|스테아리돈산(18:4)(%)|에이코사디에노산(20:2(n-6))(g)|에이코사디에노산(20:2(n-6))(㎎)|에이코사트리에노산(20:3(n-3))(㎎)|에이코사트리에노산(20:3(n-6))(g)|에이코사트리에노산(20:3(n-6))(㎎)|아라키돈산(20:4(n-6))(g)|아라키돈산(20:4(n-6))(㎎)|아라키돈산(20:4(n-6))(%)|에이코사테트라에노산(20:4(n-3))(㎎)|에이코사펜타에노산(20:5(n-3))(g)|에이코사펜타에노산(20:5(n-3))(㎎)|에이코사펜타에노산(20:5(n-3))(%)|도코사디에노산(22:2)(㎎)|도코사펜타에노산(22:5(n-3))(g)|도코사펜타에노산(22:5(n-3))(㎎)|도코사펜타에노산(22:5(n-3))(%)|도코사헥사에노산(22:6(n-3))(g)|도코사헥사에노산(22:6(n-3))(㎎)|도코사헥사에노산(22:6(n-3))(%)|EPA와 DHA의 합(㎎)|오메가 3 지방산(g)|오메가 6 지방산(g)|트랜스 지방산(g)|트랜스 올레산(18:1(n-9)t)(g)|트랜스 올레산(18:1(n-9)t)(㎎)|트랜스 리놀레산 (18:2t)(g)|트랜스 리놀레산 (18:2t)(㎎)|트랜스 리놀렌산(18:3t)(g)|트랜스 리놀렌산(18:3t)(㎎)|트랜스 리놀렌산(18:3t)(%)|냉산가용성물질(㎎)|총 불포화지방산(g)|식염상당량(g)|회분(g)|폐기율(%)|가식부(%)|산가용성물질(%)|카페인(㎎)|성분표출처|발행기관
95|96|D000173-ZZ-AVG|D000173|음식|품목대표|해물칼국수|2019|전국(대표)|평균|면 및 만두류|국수류|900.0|g|-|-|628.262318715971|-|741.007344808602|-|22.8025754719079|4.60516831436504|-|123.901375499763|3.80805082077794|0|1.77085088669828|0.13725|0|1.89994993407966|-|-|-|44.90625|-|-|-|-|-|-|128.736467509499|-|28.3786457367034|0|209.624731669461|-|536.865184314646|2355.07217508832|0|0|-|0|-|0|-|-|-|-|-|6.61218117469366|150.534451840339|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|-|-|-|-|0.934683665315855|-|0.434133354075287|-|2.64043764251975|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|0|-|0|-|-|-|-|-|0|0|0|0|0|0|-|0|0|0|-|-|0|0|0|0|0|0|0|-|-|-|-|-|-|-|26.6991768625381|-|-|1.30174759312656|-|0|-|0|-|0|-|0|-|0|-|-|-|0|-|-|-|1|-|-|-|0.3|-|-|0|-|-|-|-|-|-|-|-|0|-|-|0.2|-|-|-|1|-|-|0.1|-|0|-|-|-|-|-|-|-|1.6|-|-|0.6|-|-|0|-|-|0|-|-|0|-|0|-|-|-|0|-|-|-|0|-|-|0|-|-|-|-|-|0.00585669651645283|0|-|0|-|0|-|-|-|-|-|7.68353590536119|-|-|-|-|식약처('12) 제1권|식품의약품안전처
6965|6966|D018185-ZZ-AVG|D018185|음식|품목대표|회냉면|2020|전국(대표)|평균|면 및 만두류|국수류|500.0|g|-|-|741.26|-|335.73|-|29.04|20.11|-|111.04|14.21|0.00|3.89|1.48|0.00|8.84|-|-|-|13.12|-|-|-|-|-|-|264.98|5.04|-|107.96|366.45|-|804.99|495.46|3.30|0.26|-|1.45|-|31.59|-|-|-|-|-|0.00|462.88|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|12.56|0.05|-|-|-|-|1.68|-|0.26|-|0.00|-|-|-|-|-|-|-|-|-|-|-|59.94|-|-|-|0.00|-|15.93|-|-|-|22207.49|-|877.53|1676.29|1186.53|311.23|1008.35|917.64|-|933.49|417.78|1175.19|-|517.90|372.70|1068.05|1828.41|6089.69|1019.90|1706.16|1100.66|-|-|-|-|-|-|-|44.41|-|-|1.33|-|0.00|-|0.00|-|0.00|-|0.00|-|0.01|-|-|-|0.03|-|-|-|0.94|-|-|-|0.31|-|-|0.03|-|-|-|-|-|-|-|-|0.00|-|-|0.02|-|-|-|1.92|-|-|0.07|-|0.02|-|-|-|-|-|-|-|3.39|-|-|0.16|-|-|0.00|-|-|0.00|-|-|0.00|-|0.00|-|-|-|0.01|-|-|-|0.00|-|-|0.09|-|-|-|-|-|0.00|0.00|-|0.00|-|0.00|-|-|-|-|-|4.09|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
6940|6941|D018160-ZZ-AVG|D018160|음식|품목대표|떡국|2020|전국(대표)|평균|국 및 탕류|기타 국류|700.0|g|-|-|588.01|-|553.16|-|24.01|3.74|-|114.57|0.57|0.00|0.23|0.35|0.00|0.00|-|-|-|5.85|-|-|-|-|-|-|26.66|2.57|-|52.12|239.54|-|355.42|1234.05|4.97|0.13|-|0.91|-|54.13|-|-|-|-|-|0.00|0.00|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|2.50|0.06|-|-|-|-|0.00|-|0.23|-|2.33|-|-|-|-|-|-|-|-|-|-|-|66.52|-|-|-|1.05|-|15.73|-|-|-|22395.97|-|1103.31|2041.74|1629.73|123.97|1108.97|1144.69|-|1239.84|579.44|1653.15|-|549.73|301.66|1404.92|1918.31|4339.67|1110.25|860.83|1285.77|-|-|-|-|-|-|-|116.91|-|-|1.65|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.03|-|-|-|1.23|-|-|-|0.38|-|-|0.00|-|-|-|-|-|-|-|-|0.00|-|-|0.09|-|-|-|1.86|-|-|0.06|-|0.00|-|-|-|-|-|-|-|1.09|-|-|0.04|-|-|0.00|-|-|0.00|-|-|0.00|-|0.07|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.00|0.00|-|0.00|-|0.00|-|-|-|-|-|4.52|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
22|23|D000036-ZZ-AVG|D000036|음식|품목대표|떡만둣국|2019|전국(대표)|평균|국 및 탕류|기타 국류|700.0|g|-|-|624.915134903086|-|551.861161492442|-|20.0550757062532|11.3187085656579|-|110.706613746788|0.158466789046309|0|0.0130229707694496|0.14544381827686|0|0|-|-|-|8.55501876805615|-|-|-|-|-|-|99.719713175542|-|21.1779438074785|0|250.249007224803|-|369.91255975011|1980.19025383009|0|0|-|0|-|0|-|-|-|-|-|0.223766666666667|456.454079159936|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|-|-|-|-|0.601380236961617|-|1.03432663399453|-|4.5920752548849|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|0|-|0|-|-|-|-|-|0|0|0|0|0|0|-|0|0|0|-|-|0|0|0|0|0|0|0|-|-|-|-|-|-|-|122.422845391989|-|-|3.43610600241782|-|0|-|0|-|0|-|0|-|0|-|-|-|0.1|-|-|-|2.4|-|-|-|0.9|-|-|0|-|-|-|-|-|-|-|-|0|-|-|0.2|-|-|-|3.9|-|-|0.2|-|0.1|-|-|-|-|-|-|-|2.1|-|-|0.1|-|-|0|-|-|0|-|-|0|-|0.1|-|-|-|0|-|-|-|0|-|-|0|-|-|-|-|-|0.0769141638900098|0.1|-|0|-|0|-|-|-|-|-|6.05844048885858|-|-|-|-|식약처('12) 제1권/명절|식품의약품안전처
6936|6937|D018156-ZZ-AVG|D018156|음식|품목대표|고기만두|2020|전국(대표)|평균|면 및 만두류|만두류|220.0|g|-|-|350.25|-|142.45|-|27.23|9.80|-|38.28|0.35|0.00|0.00|0.35|0.00|0.00|-|-|-|5.05|-|-|-|-|-|-|43.15|2.27|-|58.37|257.01|-|409.02|453.13|2.80|0.10|-|0.47|-|45.61|-|-|-|-|-|0.00|163.46|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|3.37|0.14|-|-|-|-|0.75|-|0.20|-|0.65|-|-|-|-|-|-|-|-|-|-|-|30.61|-|-|-|0.23|-|0.00|-|-|-|22319.98|-|793.06|1717.20|1644.56|479.85|970.75|1001.95|-|872.25|799.90|1348.43|-|594.15|398.37|1236.53|2021.06|5207.97|1035.22|1032.77|1165.95|-|-|-|-|-|-|-|43.81|-|-|1.34|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.04|-|-|-|0.92|-|-|-|0.38|-|-|0.00|-|-|-|-|-|-|-|-|0.00|-|-|0.09|-|-|-|1.53|-|-|0.08|-|0.02|-|-|-|-|-|-|-|0.67|-|-|0.04|-|-|0.00|-|-|0.01|-|-|0.01|-|0.04|-|-|-|0.01|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.04|0.03|-|0.01|-|0.00|-|-|-|-|-|2.25|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
6937|6938|D018157-ZZ-AVG|D018157|음식|품목대표|군만두|2020|전국(대표)|평균|면 및 만두류|만두류|220.0|g|-|-|514.51|-|119.65|-|15.46|25.29|-|56.26|6.10|2.49|0.80|0.89|0.00|1.92|-|-|-|7.66|-|-|-|-|-|-|89.97|1.80|-|58.12|197.67|-|471.04|846.06|1.09|0.26|-|0.72|-|50.09|-|-|-|-|-|1.46|414.02|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|4.68|0.00|-|-|-|-|0.00|-|0.14|-|23.69|-|-|-|-|-|-|-|-|-|-|-|78.90|-|-|-|0.52|-|10.33|-|-|-|15987.93|-|663.52|1219.39|789.61|251.17|826.84|621.92|-|833.80|399.83|921.62|-|425.06|155.33|721.67|1283.02|3917.89|841.66|1295.45|820.13|-|-|-|-|-|-|-|20.88|-|-|7.21|-|0.00|-|0.00|-|0.00|-|0.01|-|0.03|-|-|-|0.26|-|-|-|4.66|-|-|-|2.19|-|-|0.06|-|-|-|-|-|-|-|-|0.01|-|-|0.37|-|-|-|8.52|-|-|0.60|-|0.17|-|-|-|-|-|-|-|7.04|-|-|0.69|-|-|0.04|-|-|0.10|-|-|0.02|-|0.05|-|-|-|0.00|-|-|-|0.02|-|-|0.00|-|-|-|-|-|0.14|0.04|-|0.07|-|0.02|-|-|-|-|-|3.34|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
6938|6939|D018158-ZZ-AVG|D018158|음식|품목대표|김치만두|2020|전국(대표)|평균|면 및 만두류|만두류|220.0|g|-|-|334.15|-|146.05|-|22.53|10.47|-|37.44|0.77|0.12|0.03|0.24|0.00|0.38|-|-|-|4.57|-|-|-|-|-|-|39.63|1.82|-|42.60|204.72|-|485.35|865.26|3.28|0.09|-|0.50|-|57.33|-|-|-|-|-|0.00|149.87|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|1.27|0.09|-|-|-|-|1.12|-|0.19|-|1.69|-|-|-|-|-|-|-|-|-|-|-|33.96|-|-|-|0.46|-|0.00|-|-|-|17202.83|-|593.08|1324.33|1165.89|233.10|754.86|756.61|-|669.33|581.11|915.41|-|362.93|322.52|965.87|1383.82|4488.20|837.23|977.95|870.60|-|-|-|-|-|-|-|51.19|-|-|0.23|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.17|-|-|-|0.05|-|-|0.00|-|-|-|-|-|-|-|-|0.00|-|-|0.00|-|-|-|0.26|-|-|0.02|-|0.00|-|-|-|-|-|-|-|0.61|-|-|0.07|-|-|0.00|-|-|0.00|-|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.00|0.00|-|0.00|-|0.00|-|-|-|-|-|3.51|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
6948|6949|D018168-ZZ-AVG|D018168|음식|품목대표|물만두|2020|전국(대표)|평균|면 및 만두류|만두류|230.0|g|-|-|448.16|-|147.11|-|18.53|25.60|-|35.90|4.89|2.00|0.84|0.94|0.00|1.11|-|-|-|7.07|-|-|-|-|-|-|70.97|1.34|-|54.27|234.82|-|397.02|763.59|1.41|0.44|-|0.72|-|54.02|-|-|-|-|-|0.00|870.60|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|2.43|0.00|-|-|-|-|2.00|-|0.20|-|0.00|-|-|-|-|-|-|-|-|-|-|-|87.77|-|-|-|0.46|-|10.87|-|-|-|17725.61|-|749.77|1371.42|949.85|280.53|878.75|706.70|-|896.69|475.74|1008.75|-|501.73|153.44|799.00|1387.44|4588.30|815.07|1321.80|840.62|-|-|-|-|-|-|-|27.90|-|-|7.09|-|0.00|-|0.00|-|0.00|-|0.01|-|0.02|-|-|-|0.27|-|-|-|4.58|-|-|-|2.17|-|-|0.04|-|-|-|-|-|-|-|-|0.01|-|-|0.44|-|-|-|8.36|-|-|0.63|-|0.18|-|-|-|-|-|-|-|3.02|-|-|0.20|-|-|0.00|-|-|0.10|-|-|0.02|-|0.06|-|-|-|0.00|-|-|-|0.02|-|-|0.00|-|-|-|-|-|0.11|0.05|-|0.04|-|0.02|-|-|-|-|-|2.86|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
213|214|D000372-ZZ-AVG|D000372|음식|품목대표|게살죽|2019|전국(대표)|평균|죽 및 스프류|죽류|800.0|g|-|-|564.830454928872|-|662.790515168261|-|17.8979476965561|7.09481752619014|-|107.346326601734|0.171181513253665|0|0|0.171181513253665|0|0|-|-|-|5.45129301025984|-|-|-|-|-|-|105.130959782388|-|8.28716116783558|0|191.730745552327|-|346.07854927122|1453.82377358766|0|0|-|0|-|0|-|-|-|-|-|0|557.404094743482|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|-|-|-|-|0.419869166504691|-|0.388675202509044|-|1.61755326891143|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|0|-|0|-|-|-|-|-|0|0|0|0|0|0|-|0|0|0|-|-|0|0|0|0|0|0|0|-|-|-|-|-|-|-|50.1564452136114|-|-|2.10999434924167|-|0|-|0|-|0|-|0|-|0|-|-|-|0|-|-|-|1.5|-|-|-|0.6|-|-|0.1|-|-|-|-|-|-|-|-|0|-|-|0|-|-|-|4.2|-|-|0.1|-|0|-|-|-|-|-|-|-|4.8|-|-|0.1|-|-|0|-|-|0|-|-|0|-|0|-|-|-|0.1|-|-|-|0|-|-|0|-|-|-|-|-|0.0700734717617804|0|-|0|-|0|-|-|-|-|-|4.87039300725817|-|-|-|-|식약처('12) 제1권|식품의약품안전처
214|215|D000373-ZZ-AVG|D000373|음식|품목대표|깨죽|2019|전국(대표)|평균|죽 및 스프류|죽류|800.0|g|-|-|515.347717113908|-|686.164830568951|-|13.6563612330604|15.944494923238|-|79.3054544681308|3.58876854621692|3.51721299066137|0|0.0715555555555556|0|0|-|-|-|9.78006666666667|-|-|-|-|-|-|401.682464664729|-|16.1258600286504|0|279.051989187932|-|222.392963143679|1160.1867449396|0|0|-|0|-|0|-|-|-|-|-|0|0|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|-|-|-|-|0.75840562892374|-|0.449877326224439|-|2.41187228928478|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|0|-|0|-|-|-|-|-|0|0|0|0|0|0|-|0|0|0|-|-|0|0|0|0|0|0|0|-|-|-|-|-|-|-|0|-|-|2.82693695286223|-|0|-|0|-|0|-|0|-|0|-|-|-|0|-|-|-|1.9|-|-|-|0.9|-|-|0.1|-|-|-|-|-|-|-|-|0|-|-|0|-|-|-|6.7|-|-|0.1|-|0|-|-|-|-|-|-|-|7.7|-|-|0.1|-|-|0|-|-|0|-|-|0|-|0|-|-|-|0|-|-|-|0|-|-|0|-|-|-|-|-|0.00547671712851061|0|-|0|-|0|-|-|-|-|-|4.92885880661957|-|-|-|-|식약처('12) 제1권|식품의약품안전처
7237|7238|D018457-ZZ-AVG|D018457|음식|품목대표|닭죽|2020|전국(대표)|평균|죽 및 스프류|죽류|400.0|g|-|-|177.46|-|356.70|-|10.70|2.27|-|28.57|0.00|0.00|0.00|0.00|0.00|0.00|-|-|-|0.32|-|-|-|-|-|-|16.89|0.42|-|18.20|110.31|-|164.38|467.19|1.11|0.16|-|0.27|-|5.41|-|-|-|-|-|4.66|0.00|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|1.38|0.10|-|-|-|-|0.28|-|0.17|-|11.47|-|-|-|-|-|-|-|-|-|-|-|44.38|-|-|-|0.29|-|0.00|-|-|-|9098.92|-|420.30|754.99|715.23|227.68|431.42|394.87|-|507.57|217.70|790.23|-|471.03|46.18|511.00|844.52|1472.47|464.51|392.67|436.55|-|-|-|-|-|-|-|29.78|-|-|1.30|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.04|-|-|-|0.99|-|-|-|0.27|-|-|0.00|-|-|-|-|-|-|-|-|0.01|-|-|0.23|-|-|-|1.74|-|-|0.10|-|0.02|-|-|-|-|-|-|-|0.74|-|-|0.04|-|-|0.00|-|-|0.01|-|-|0.01|-|0.02|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.02|0.01|-|0.00|-|0.01|-|-|-|-|-|1.76|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
216|217|D000376-ZZ-AVG|D000376|음식|품목대표|소고기버섯죽|2019|전국(대표)|평균|죽 및 스프류|죽류|800.0|g|-|-|578.278022105566|-|660.364201806273|-|18.7467936431625|7.46515649267282|-|109.026109774715|0.261716291544858|0|0|0.261716291544858|0|0|-|-|-|2.962|-|-|-|-|-|-|54.4279910491388|-|8.13846486791331|0|177.845373345393|-|417.187264206559|1261.80387836458|0|0|-|0|-|0|-|-|-|-|-|0|239.81563761283|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|-|-|-|-|0.120529537507|-|0.62866157650909|-|4.07417472358865|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|0|-|0|-|-|-|-|-|0|0|0|0|0|0|-|0|0|0|-|-|0|0|0|0|0|0|0|-|-|-|-|-|-|-|26.0803264839349|-|-|2.7209744469545|-|0|-|0|-|0|-|0|-|0|-|-|-|0.1|-|-|-|1.8|-|-|-|0.8|-|-|0.1|-|-|-|-|-|-|-|-|0|-|-|0.1|-|-|-|4.3|-|-|0.1|-|0|-|-|-|-|-|-|-|4.1|-|-|0.1|-|-|0|-|-|0|-|-|0|-|0|-|-|-|0|-|-|-|0|-|-|0|-|-|-|-|-|0.14208350214325|0.1|-|0|-|0|-|-|-|-|-|4.39773828317638|-|-|-|-|식약처('12) 제1권|식품의약품안전처
217|218|D000377-110-AVG|D000377|음식|품목대표|어죽|2019|영동|평균|죽 및 스프류|죽류|800.0|g|-|-|552.06|-|664.4|-|20.4|7.5|-|100.8|9.8|0.8|3.2|1.2|0|4.6|-|-|-|8.9|-|-|-|-|-|-|190.44|-|2.28|87.83|305.38|-|687.37|2105.53|2.17|0.37|-|1.41|-|25.86|-|-|-|-|-|0|714.59|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|5.08|0.27|-|-|-|-|0.19|-|0.07|-|2.14|-|-|-|-|-|-|-|-|-|-|-|54.95|-|-|-|0|-|0|-|-|-|-|-|615.349379797476|1249.72309550212|807.762257341148|278.767470622752|845.657456981024|625.982468068514|-|739.34558560143|396.92278702755|1148.2484992592|-|492.906000408323|176.912865189211|837.994223765874|1353.3959939668|5324.17742625519|1059.10314379008|1332.81778500526|834.853527282491|-|-|-|-|-|-|-|35.47|-|-|1.7|-|0|-|0|-|0|-|0|-|0.00792287908338257|-|-|-|0.0762919060576302|-|-|-|1.25482677530624|-|-|-|0.314810818668378|-|-|0.0154018463177981|-|-|-|-|-|-|-|-|0|-|-|0.275176675381847|-|-|-|1.76504229969155|-|-|0.138791873064832|-|0.0420076889526541|-|-|-|-|-|-|-|1.73124048597796|-|-|0.692307199504708|-|-|0.00564202427270067|-|-|0.0181717367699232|-|-|0.0207226052298394|-|0.0354247158080332|-|-|-|0.0615717896670227|-|-|-|0.020000606626049|-|-|0.166992496630143|-|-|-|-|-|0|0|-|0|-|0|-|-|-|-|-|6.9|-|-|-|-|식약처('16) 제4권|식품의약품안전처
6835|6836|D018055-ZZ-AVG|D018055|음식|품목대표|잣국|2020|전국(대표)|평균|국 및 탕류|채소류국.탕|400.0|g|-|-|82.47|-|377.49|-|3.59|1.05|-|14.67|3.41|0.61|1.90|0.89|0.00|0.00|-|-|-|2.60|-|-|-|-|-|-|21.54|0.49|-|34.59|89.88|-|486.91|859.81|0.32|0.16|-|0.27|-|4.07|-|-|-|-|-|0.00|0.00|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|0.87|0.03|-|-|-|-|2.83|-|0.09|-|1.94|-|-|-|-|-|-|-|-|-|-|-|44.73|-|-|-|1.13|-|2.53|-|-|-|3002.61|-|103.58|191.48|161.51|28.76|126.41|116.52|-|158.40|72.75|265.81|-|93.68|0.00|138.85|363.60|768.67|126.53|152.80|133.28|-|-|-|-|-|-|-|0.00|-|-|0.12|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.01|-|-|-|0.09|-|-|-|0.03|-|-|0.00|-|-|-|-|-|-|-|-|0.00|-|-|0.01|-|-|-|0.10|-|-|0.01|-|0.00|-|-|-|-|-|-|-|0.30|-|-|0.05|-|-|0.00|-|-|0.00|-|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.00|0.00|-|0.00|-|0.00|-|-|-|-|-|3.20|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
7241|7242|D018461-ZZ-AVG|D018461|음식|품목대표|전복죽|2020|전국(대표)|평균|죽 및 스프류|죽류|400.0|g|-|-|317.19|-|337.50|-|7.27|14.90|-|38.49|0.00|0.00|0.00|0.00|0.00|0.00|-|-|-|6.22|-|-|-|-|-|-|9.54|0.51|-|14.89|54.58|-|81.51|631.68|0.77|0.09|-|0.35|-|39.18|-|-|-|-|-|0.00|0.00|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|2.46|0.00|-|-|-|-|0.00|-|0.11|-|0.69|-|-|-|-|-|-|-|-|-|-|-|251.33|-|-|-|0.00|-|16.83|-|-|-|5037.72|-|174.81|440.31|212.39|103.30|292.85|201.42|-|182.92|82.83|382.83|-|247.99|113.13|309.10|490.51|981.34|355.32|178.00|288.66|-|-|-|-|-|-|-|34.49|-|-|0.74|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.01|-|-|-|0.51|-|-|-|0.20|-|-|0.02|-|-|-|-|-|-|-|-|0.00|-|-|0.01|-|-|-|1.38|-|-|0.03|-|0.01|-|-|-|-|-|-|-|1.59|-|-|0.02|-|-|0.00|-|-|0.00|-|-|0.00|-|0.01|-|-|-|0.01|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.01|0.00|-|0.01|-|0.00|-|-|-|-|-|1.83|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
