|NO|SAMPLE_ID|식품코드|DB군|상용제품|식품명|연도|지역 / 제조사|채취시기|식품대분류|식품상세분류|1회제공량|내용량_단위|총내용량(g)|총내용량(mL)|에너지(㎉)|에너지(kj)|수분(g)|수분(%)|단백질(g)|지방(g)|지질-가식부 100g당|탄수화물(g)|총당류(g)|자당(g)|포도당(g)|과당(g)|유당(g)|맥아당(g)|갈락토오스(g)|당알콜(g)|에리스리톨(g)|총 식이섬유(g)|총 식이섬유(mg)|총 식이섬유(%)|수용성 식이섬유(g)|불용성 식이섬유(g)|셀룰로오스(%)|리그닌(%)|칼슘(㎎)|철(㎎)|철(㎍)|마그네슘(㎎)|인(㎎)|칼륨(g)|칼륨(㎎)|나트륨(㎎)|아연(㎎)|구리(㎎)|구리(㎍)|망간(㎎)|망간(㎍)|셀레늄(㎍)|몰리브덴(㎍)|요오드(㎍)|염소(㎎)|비타민 A(㎍)|비타민 A(㎍ RE)|레티놀(㎍)|베타카로틴(㎍)|레티놀A효능|비타민 D(D2+D3)(㎍)|비타민 D2(㎍)|비타민 D3(㎍)|비타민 D1(㎍)|비타민 E(㎎)|비타민 E(㎎ α-TE)|알파 토코페롤(㎎)|베타 토코페롤(㎎)|감마 토코페롤(㎎)|델타 토코페롤(㎎)|알파 토코트리에놀(㎎)|베타 토코트리에놀(㎎)|감마 토코트리에놀(㎎)|델타 토코트리에놀(㎎)|토코페롤(㎎)|토코트리에놀(㎎)|비타민 K(㎎)|비타민 K(㎍)|비타민 K1(㎍)|비타민 K2(㎍)|비타민 B1(㎎)|비타민 B1(㎍)|비타민 B2(㎎)|비타민 B2(㎍)|나이아신(㎎)|나이아신(㎎ NE)|나이아신(NE)(㎎)|나이아신(NE)(㎎ NE)|니코틴산 (㎎)|니코틴아마이드(㎎)|판토텐산(㎎)|판토텐산(㎍)|비타민 B6(㎎)|비타민 B6(㎍)|피리독신(㎎)|비오틴(㎍)|엽산(DFE)(㎍)|엽산 - 천연 엽산(㎍)|엽산 - 합성 엽산(㎍)|비타민 B12(㎎)|비타민 B12(㎍)|비타민 C(g)|비타민 C(㎎)|콜린(g)|콜린(㎎)|총 아미노산(g)|총 아미노산(㎎)|필수 아미노산(㎎)|이소류신(㎎)|류신(㎎)|라이신(㎎)|메티오닌(㎎)|페닐알라닌(㎎)|트레오닌(㎎)|트립토판(㎎)|발린(㎎)|히스티딘(㎎)|아르기닌(㎎)|비필수 아미노산(㎎)|티로신(㎎)|시스테인(㎎)|알라닌(㎎)|아스파르트산(㎎)|글루탐산(㎎)|글리신(㎎)|프롤린(㎎)|세린(㎎)|타우린(㎎)|글리신 베타인 (㎎)|호마린(㎎)|트리고넬린(㎎)|리보핵산(㎎)|데옥시리보핵산(㎎)|콜레스테롤(g)|콜레스테롤(㎎)|총 지방산(g)|총 필수 지방산(g)|총 포화 지방산(g)|총 포화 지방산(%)|부티르산(4:0)(g)|부티르산(4:0)(㎎)|카프로산(6:0)(g)|카프로산(6:0)(㎎)|카프릴산(8:0)(g)|카프릴산(8:0)(㎎)|카프르산(10:0)(g)|카프르산(10:0)(㎎)|라우르산(12:0)(g)|라우르산(12:0)(㎎)|라우르산(12:0)(%)|트라이데칸산(13:0)(㎎)|미리스트산(14:0)(g)|미리스트산(14:0)(㎎)|미리스트산(14:0)(%)|펜타데칸산(15:0)(㎎)|팔미트산(16:0)(g)|팔미트산(16:0)(㎎)|팔미트산(16:0)(%)|헵타데칸산(17:0)(㎎)|스테아르산(18:0)(g)|스테아르산(18:0)(㎎)|스테아르산(18:0)(%)|아라키드산(20:0)(g)|아라키드산(20:0)(㎎)|아라키드산(20:0)(%)|헨에이코산산(21:0)(㎎)|베헨산(22:0)(㎎)|트리코산산(23:0)(㎎)|리그노세르산(24:0)(㎎)|총 단일 불포화지방산(g)|총 단일 불포화지방산(%)|미리스톨레산(14:1)(g)|미리스톨레산(14:1)(㎎)|미리스톨레산(14:1)(%)|팔미톨레산(16:1)(g)|팔미톨레산(16:1)(㎎)|팔미톨레산(16:1)(%)|헵타데센산(17:1)(㎎)|올레산(18:1(n-9))(g)|올레산(18:1(n-9))(㎎)|올레산(18:1(n-9))(%)|박센산(18:1(n-7))(g)|박센산(18:1(n-7))(㎎)|가돌레산(20:1)(g)|가돌레산(20:1)(㎎)|가돌레산(20:1)(%)|에루크산(22:1)(㎎)|에루크산(22:1)(%)|네르본산(24:1)(㎎)|총 다중 불포화지방산(g)|총 다중 불포화지방산(%)|리놀레산(18:2(n-6)c)(g)|리놀레산(18:2(n-6)c)(㎎)|리놀레산(18:2(n-6)c)(%)|알파 리놀렌산(18:3(n-3))(g)|알파 리놀렌산(18:3(n-3))(㎎)|리놀렌산(18:3(n-3)(%)|감마 리놀렌산(18:3(n-6))(g)|감마 리놀렌산(18:3(n-6))(㎎)|스테아리돈산(18:4)(%)|에이코사디에노산(20:2(n-6))(g)|에이코사디에노산(20:2(n-6))(㎎)|에이코사트리에노산(20:3(n-3))(㎎)|에이코사트리에노산(20:3(n-6))(g)|에이코사트리에노산(20:3(n-6))(㎎)|아라키돈산(20:4(n-6))(g)|아라키돈산(20:4(n-6))(㎎)|아라키돈산(20:4(n-6))(%)|에이코사테트라에노산(20:4(n-3))(㎎)|에이코사펜타에노산(20:5(n-3))(g)|에이코사펜타에노산(20:5(n-3))(㎎)|에이코사펜타에노산(20:5(n-3))(%)|도코사디에노산(22:2)(㎎)|도코사펜타에노산(22:5(n-3))(g)|도코사펜타에노산(22:5(n-3))(㎎)|도코사펜타에노산(22:5(n-3))(%)|도코사헥사에노산(22:6(n-3))(g)|도코사헥사에노산(22:6(n-3))(㎎)|도코사헥사에노산(22:6(n-3))(%)|EPA와 DHA의 합(㎎)|오메가 3 지방산(g)|오메가 6 지방산(g)|트랜스 지방산(g)|트랜스 올레산(18:1(n-9)t)(g)|트랜스 올레산(18:1(n-9)t)(㎎)|트랜스 리놀레산 (18:2t)(g)|트랜스 리놀레산 (18:2t)(㎎)|트랜스 리놀렌산(18:3t)(g)|트랜스 리놀렌산(18:3t)(㎎)|트랜스 리놀렌산(18:3t)(%)|냉산가용성물질(㎎)|총 불포화지방산(g)|식염상당량(g)|회분(g)|폐기율(%)|가식부(%)|산가용성물질(%)|카페인(㎎)|성분표출처|발행기관
116|117|D000213-105-AVG|D000213|음식|품목대표|돼지국밥|2019|밀양|평균|밥류|기타 밥류|1200.0|g|-|-|911.4|-|1016.1|-|66.4|38.6|-|74.7|0|0|0|0|0|0|-|-|-|12|-|-|-|-|-|-|127.28|-|2.65|61.62|406.2|-|834.43|1096.58|7.72|0.72|-|1.14|-|55.4|-|-|-|-|-|0|411.71|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1.56|0.32|-|-|-|-|0.52|-|0.41|-|5.13|-|-|-|-|-|-|-|-|-|-|-|150.84|-|-|-|0|-|0|-|-|-|-|-|2001.89737716114|4400.32498095661|4044.18423922851|1248.99559814144|2467.69850440018|2449.24320312182|-|2497.82973996297|1591.38772245749|4385.66310400244|-|1658.96050675174|433.22078643943|4317.01116409695|5463.25536605366|10748.2909952704|6057.96466555129|4142.54162585925|2564.72149494575|-|-|-|-|-|-|-|142.55|-|-|8.4|-|0|-|0|-|0|-|0|-|0.0623595704360064|-|-|-|0.418605154861369|-|-|-|5.73489417003718|-|-|-|2.18294900058279|-|-|0.0408329986681871|-|-|-|-|-|-|-|-|0.016194864385493|-|-|0.552432700530934|-|-|-|9.13235908434885|-|-|0.704620194889499|-|0.253822142094189|-|-|-|-|-|-|-|3.99529154275962|-|-|0.18205348553384|-|-|0|-|-|0.162149756713914|-|-|0.0342848131941978|-|0.172507955166193|-|-|-|0|-|-|-|0|-|-|0|-|-|-|-|-|0.2|0.143433564014208|-|0.0563440976277434|-|0|-|-|-|-|-|4.3|-|-|-|-|식약처('16) 제4권|식품의약품안전처
6971|6972|D018191-ZZ-AVG|D018191|음식|품목대표|김치김밥|2020|전국(대표)|평균|밥류|김밥(초밥)류|270.0|g|-|-|351.43|-|192.27|-|11.61|10.88|-|51.76|0.79|0.00|0.79|0.00|0.00|0.00|-|-|-|4.79|-|-|-|-|-|-|118.43|0.84|-|41.29|173.20|-|340.96|942.82|1.38|0.40|-|0.64|-|43.16|-|-|-|-|-|22.59|1058.68|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|2.91|0.18|-|-|-|-|0.56|-|0.12|-|0.00|-|-|-|-|-|-|-|-|-|-|-|98.88|-|-|-|2.46|-|9.26|-|-|-|12711.03|-|562.17|1019.64|881.33|289.69|634.34|580.77|-|793.03|280.26|929.58|-|399.12|151.30|798.25|1326.08|2157.02|602.01|516.24|790.18|-|-|-|-|-|-|-|127.93|-|-|2.87|-|0.00|-|0.00|-|0.00|-|0.00|-|0.01|-|-|-|0.06|-|-|-|1.99|-|-|-|0.78|-|-|0.03|-|-|-|-|-|-|-|-|0.00|-|-|0.15|-|-|-|3.90|-|-|0.21|-|0.04|-|-|-|-|-|-|-|3.08|-|-|0.17|-|-|0.01|-|-|0.02|-|-|0.01|-|0.07|-|-|-|0.05|-|-|-|0.01|-|-|0.03|-|-|-|-|-|0.06|0.02|-|0.03|-|0.01|-|-|-|-|-|3.47|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
126|127|D000227-ZZ-AVG|D000227|음식|품목대표|샐러드김밥|2019|전국(대표)|평균|밥류|김밥(초밥)류|250.0|g|-|-|405.947772730689|-|162.326873013086|-|9.6155332220496|13.5202672054905|-|61.450808748269|3.42214827909132|0|0.131754572238554|0.225593311916055|0|3.06480039493671|-|-|-|3.15041666666667|-|-|-|-|-|-|65.3761627219891|-|12.2886565460063|0|139.835853452381|-|256.081454949986|911.177151506645|0|0|-|0|-|0|-|-|-|-|-|5.56712806246959|1309.79078124078|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|-|-|-|-|0.0634349761167057|-|0.422622646315969|-|2.84748529987208|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|0|-|0|-|-|-|-|-|0|0|0|0|0|0|-|0|0|0|-|-|0|0|0|0|0|0|0|-|-|-|-|-|-|-|84.5784030662889|-|-|2.79079735340735|-|0|-|0|-|0|-|0|-|0|-|-|-|0|-|-|-|2.1|-|-|-|0.7|-|-|0|-|-|-|-|-|-|-|-|0|-|-|0.1|-|-|-|3.8|-|-|0.2|-|0.1|-|-|-|-|-|-|-|6.5|-|-|0.8|-|-|0|-|-|0|-|-|0|-|0|-|-|-|0|-|-|-|0|-|-|0|-|-|-|-|-|0.0573233798321204|0|-|0|-|0|-|-|-|-|-|3.08651781110492|-|-|-|-|식약처('12) 제1권|식품의약품안전처
143|144|D000253-ZZ-AVG|D000253|음식|품목대표|충무김밥|2019|전국(대표)|평균|밥류|김밥(초밥)류|400.0|g|-|-|583.926036170933|-|255.924062159756|-|23.4248888888889|5.95578084104637|-|109.15611326149|17.189130547194|0.293017867587704|0.580136294061341|0.863467330869128|0|15.4525090546758|-|-|-|8.40819150366189|-|-|-|-|-|-|77.706374622282|-|1.42644144566617|81.83|296.585595685326|-|658.487966641414|1294.26787517119|2.81|0.43|-|0.98|-|0|-|-|-|-|-|0|1516.11706148502|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|5.79|0.64|-|-|-|-|0.279801728820678|-|0.237772728469274|-|1.19999264217803|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|0|-|1.79606045130092|-|-|-|-|-|831.99|1770.94|1382.82|450.01|996.7|908.16|-|984.61|444.89|1627.84|-|495.73|140.03|1372.31|2218.09|3890.1|1112.14|1030.1|1075.31|-|-|-|-|-|-|-|156.852339226871|-|-|1.09671883049306|-|0|-|0|-|0|-|0|-|0|-|-|-|0|-|-|-|0.9|-|-|-|0.2|-|-|0|-|-|-|-|-|-|-|-|0|-|-|0|-|-|-|1.1|-|-|0.1|-|0|-|-|-|-|-|-|-|2|-|-|0.1|-|-|0|-|-|0|-|-|0|-|0|-|-|-|0.1|-|-|-|0|-|-|0.2|-|-|-|-|-|0.0251625748996885|0|-|0|-|0|-|-|-|-|-|5.53915484881874|-|-|-|-|식약처('13) 제2권|식품의약품안전처
7012|7013|D018232-ZZ-AVG|D018232|음식|품목대표|치즈김밥|2020|전국(대표)|평균|밥류|김밥(초밥)류|270.0|g|-|-|476.98|-|170.91|-|16.86|18.99|-|59.67|0.57|0.00|0.00|0.04|0.07|0.45|-|-|-|7.07|-|-|-|-|-|-|17.10|0.58|-|14.46|41.56|-|110.48|455.54|1.20|0.17|-|0.64|-|28.02|-|-|-|-|-|35.92|1437.60|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|2.07|0.31|-|-|-|-|0.96|-|0.20|-|0.00|-|-|-|-|-|-|-|-|-|-|-|59.76|-|-|-|1.69|-|5.81|-|-|-|16146.57|-|679.06|1348.62|1100.61|454.61|793.98|714.57|-|836.00|449.44|992.92|-|577.39|331.85|919.82|1449.85|3131.21|724.13|718.53|924.00|-|-|-|-|-|-|-|94.69|-|-|6.55|-|0.04|-|0.04|-|0.03|-|0.10|-|0.13|-|-|-|0.49|-|-|-|4.04|-|-|-|1.61|-|-|0.05|-|-|-|-|-|-|-|-|0.03|-|-|0.27|-|-|-|6.52|-|-|0.36|-|0.08|-|-|-|-|-|-|-|4.17|-|-|0.20|-|-|0.00|-|-|0.04|-|-|0.02|-|0.08|-|-|-|0.03|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.34|0.19|-|0.13|-|0.02|-|-|-|-|-|3.58|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
33872|21691|P038056-ZZ-AVG|P038056|가공식품|상용제품|김치말이국수|2020|(주)대정|평균|즉석섭취식품|즉석섭취식품|544.0|g|544|-|361|-|-|-|10|3|-|71|22|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1221|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|식약처('20)|식품의약품안전처
76|77|D000142-ZZ-AVG|D000142|음식|품목대표|닭칼국수|2019|전국(대표)|평균|면 및 만두류|국수류|900.0|g|-|-|663|-|743|-|42.2|12.8|-|94.7|5.3|0.2|1|1.6|0|2.4|-|-|-|9.8|-|-|-|-|-|-|85.36|-|1.84|83.99|367.52|-|710.63|2125.17|2.21|0.19|-|0.73|-|0.05|-|-|-|-|-|0|331.97|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1.85|0.89|-|-|-|-|0.32|-|0.31|-|1.27|-|-|-|-|-|-|-|-|-|-|-|83.54|-|-|-|0|-|0.83|-|-|-|-|-|1590.91|2911.5|2568.5|756.56|1728.77|1511.36|-|1776.96|1014.68|2206.73|-|993.73|318.64|1971.08|3108.27|9626.06|1883.56|2367.6|1616.31|-|-|-|-|-|-|-|95.67|-|-|2.5|-|0|-|0|-|0|-|0|-|0|-|-|-|0.1|-|-|-|1.9|-|-|-|0.5|-|-|0|-|-|-|-|-|-|-|-|0|-|-|0.4|-|-|-|2.7|-|-|0.2|-|0|-|-|-|-|-|-|-|2|-|-|0.2|-|-|0|-|-|0|-|-|0|-|0|-|-|-|0|-|-|-|0|-|-|0|-|-|-|-|-|0|0|-|0|-|0|-|-|-|-|-|7.3|-|-|-|-|식약처('17) 제5권|식품의약품안전처
6943|6944|D018163-ZZ-AVG|D018163|음식|품목대표|라면|2020|전국(대표)|평균|면 및 만두류|라면류|550.0|g|-|-|450.91|-|447.98|-|9.48|12.52|-|75.08|0.00|0.00|0.00|0.00|0.00|0.00|-|-|-|5.50|-|-|-|-|-|-|182.14|0.38|-|19.16|109.12|-|311.48|1559.21|0.42|0.08|-|0.42|-|18.64|-|-|-|-|-|0.00|192.27|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|3.55|0.58|-|-|-|-|0.00|-|2.08|-|1.71|-|-|-|-|-|-|-|-|-|-|-|20.99|-|-|-|0.00|-|0.00|-|-|-|7992.04|-|363.96|530.29|253.15|13.28|349.10|336.12|-|333.64|286.55|418.07|-|350.14|101.95|269.23|460.10|2653.40|254.66|553.25|465.14|-|-|-|-|-|-|-|0.00|-|-|4.53|-|0.00|-|0.00|-|0.00|-|0.00|-|0.02|-|-|-|0.10|-|-|-|3.95|-|-|-|0.42|-|-|0.04|-|-|-|-|-|-|-|-|0.00|-|-|0.02|-|-|-|3.68|-|-|0.07|-|0.02|-|-|-|-|-|-|-|1.34|-|-|0.05|-|-|0.00|-|-|0.00|-|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.03|0.00|-|0.03|-|0.00|-|-|-|-|-|4.94|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
6952|6953|D018172-ZZ-AVG|D018172|음식|품목대표|비빔국수|2020|전국(대표)|평균|면 및 만두류|국수류|500.0|g|-|-|512.46|-|373.06|-|15.06|4.75|-|102.36|20.53|0.56|7.50|5.22|0.00|7.25|-|-|-|6.87|-|-|-|-|-|-|100.12|2.63|-|60.31|169.29|-|558.20|1193.79|4.58|0.26|-|1.04|-|28.75|-|-|-|-|-|0.00|1028.26|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|5.97|0.06|-|-|-|-|0.00|-|0.23|-|0.00|-|-|-|-|-|-|-|-|-|-|-|68.68|-|-|-|0.00|-|11.63|-|-|-|13077.40|-|495.22|1007.13|340.50|110.40|634.53|441.74|-|546.56|251.90|472.93|-|246.27|361.79|534.56|684.05|4712.38|519.85|1015.12|702.48|-|-|-|-|-|-|-|5.03|-|-|0.98|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.01|-|-|-|0.73|-|-|-|0.22|-|-|0.02|-|-|-|-|-|-|-|-|0.00|-|-|0.00|-|-|-|1.20|-|-|0.04|-|0.01|-|-|-|-|-|-|-|2.15|-|-|0.11|-|-|0.00|-|-|0.00|-|-|0.00|-|0.00|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.00|0.00|-|0.00|-|0.00|-|-|-|-|-|4.76|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
6953|6954|D018173-ZZ-AVG|D018173|음식|품목대표|비빔냉면|2020|전국(대표)|평균|면 및 만두류|국수류|500.0|g|-|-|499.16|-|387.06|-|28.33|13.21|-|66.74|20.10|11.88|4.60|3.63|0.00|0.00|-|-|-|7.36|-|-|-|-|-|-|113.60|2.43|-|83.79|307.71|-|833.34|887.31|5.00|0.47|-|0.82|-|44.37|-|-|-|-|-|17.06|224.23|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|3.60|0.00|-|-|-|-|0.39|-|0.48|-|0.64|-|-|-|-|-|-|-|-|-|-|-|61.94|-|-|-|0.00|-|16.09|-|-|-|25040.09|-|1148.88|1996.65|1665.64|529.02|1256.40|1043.02|-|1448.33|512.64|1601.16|-|688.67|349.08|1179.59|2312.00|5364.33|1117.55|1348.87|1478.24|-|-|-|-|-|-|-|236.69|-|-|2.69|-|0.00|-|0.00|-|0.00|-|0.00|-|0.01|-|-|-|0.04|-|-|-|1.93|-|-|-|0.68|-|-|0.03|-|-|-|-|-|-|-|-|0.01|-|-|0.12|-|-|-|3.79|-|-|0.16|-|0.03|-|-|-|-|-|-|-|3.30|-|-|0.10|-|-|0.00|-|-|0.01|-|-|0.01|-|0.12|-|-|-|0.00|-|-|-|0.02|-|-|0.03|-|-|-|-|-|0.05|0.02|-|0.03|-|0.01|-|-|-|-|-|4.66|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
81|82|D000154-ZZ-AVG|D000154|음식|품목대표|삼선짬뽕|2019|전국(대표)|평균|면 및 만두류|중식면류|900.0|g|-|-|662.365746880645|-|738.222677466741|-|39.62635|10.7698298789765|-|101.732969492464|1.09316215844802|0.0605|0.12495|0.90771215844802|0|0|-|-|-|7.68993605121668|-|-|-|-|-|-|400.511833280493|-|7.61105955014742|115.62|357.520041301203|-|659.586893335168|2689.12855745908|3.35|0.84|-|1.18|-|0|-|-|-|-|-|0|1506.63811285906|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|10.49|0.77|-|-|-|-|1.10785327188699|-|0.3425338989486|-|18.3232073204766|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|0|-|9.22571728662316|-|-|-|-|-|1432.71|2740.05|2230.59|726.65|1581.3|1478.6|-|1545.02|762.33|2469.1|-|1108.51|429.8|1858.27|3324.29|11383.27|1984.43|2581.77|1728.27|-|-|-|-|-|-|-|312.4794091912|-|-|1.9138559924823|-|0|-|0|-|0|-|0|-|0|-|-|-|0|-|-|-|1.4|-|-|-|0.4|-|-|0|-|-|-|-|-|-|-|-|0|-|-|0|-|-|-|1.7|-|-|0.2|-|0.1|-|-|-|-|-|-|-|3.7|-|-|0.4|-|-|0|-|-|0|-|-|0|-|0|-|-|-|0.1|-|-|-|0|-|-|0.2|-|-|-|-|-|0.0237920944069427|0|-|0|-|0|-|-|-|-|-|9.64817316181792|-|-|-|-|식약처('13) 제2권|식품의약품안전처
6955|6956|D018175-ZZ-AVG|D018175|음식|품목대표|수제비|2020|전국(대표)|평균|면 및 만두류|기타 면류|650.0|g|-|-|378.28|-|555.34|-|14.99|3.35|-|72.04|0.00|0.00|0.00|0.00|0.00|0.00|-|-|-|6.96|-|-|-|-|-|-|55.67|1.32|-|74.04|236.99|-|691.09|925.17|1.32|0.23|-|0.61|-|56.04|-|-|-|-|-|21.97|83.08|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|1.34|0.04|-|-|-|-|1.08|-|0.16|-|8.64|-|-|-|-|-|-|-|-|-|-|-|373.21|-|-|-|1.36|-|14.09|-|-|-|11518.63|-|450.91|840.34|482.51|226.62|577.94|423.57|-|609.97|219.22|647.01|-|294.47|94.67|481.48|933.92|3251.39|405.63|937.27|641.72|-|-|-|-|-|-|-|83.55|-|-|0.98|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.01|-|-|-|0.79|-|-|-|0.18|-|-|0.00|-|-|-|-|-|-|-|-|0.00|-|-|0.07|-|-|-|1.04|-|-|0.06|-|0.01|-|-|-|-|-|-|-|0.78|-|-|0.06|-|-|0.00|-|-|0.00|-|-|0.00|-|0.04|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.00|0.00|-|0.00|-|0.00|-|-|-|-|-|4.28|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
84|85|D000158-ZZ-AVG|D000158|음식|품목대표|열무냉면|2019|전국(대표)|평균|면 및 만두류|중식면류|800.0|g|-|-|525.491698928055|-|665.822577732838|-|20.8419245919486|5.7825868307071|-|97.5201797709742|27.1460698122599|0|2.68836709410749|1.50340437140174|0|22.9542983467506|-|-|-|40.7166666666667|-|-|-|-|-|-|177.778600598592|-|37.7442107165459|0|226.479689551488|-|628.729386262443|3152.36553621489|0|0|-|0|-|0|-|-|-|-|-|42.6336113914626|1273.83531011367|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|-|-|-|-|1.3957641636525|-|0.695856811381509|-|2.96816211528801|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|0|-|0.0159333333333333|-|-|-|-|-|0|0|0|0|0|0|-|0|0|0|-|-|0|0|0|0|0|0|0|-|-|-|-|-|-|-|67.7764281851792|-|-|1.35918471796176|-|0|-|0|-|0|-|0|-|0|-|-|-|0|-|-|-|1.1|-|-|-|0.2|-|-|0|-|-|-|-|-|-|-|-|0|-|-|0.1|-|-|-|1.4|-|-|0.1|-|0|-|-|-|-|-|-|-|1.6|-|-|0.1|-|-|0|-|-|0|-|-|0|-|0|-|-|-|0|-|-|-|0|-|-|0|-|-|-|-|-|0.00315750812167207|0|-|0|-|0|-|-|-|-|-|10.0327310735324|-|-|-|-|식약처('12) 제1권|식품의약품안전처
90|91|D000164-ZZ-AVG|D000164|음식|품목대표|자장면|2019|전국(대표)|평균|면 및 만두류|중식면류|650.0|g|-|-|796.502670592793|-|469.448818175391|-|19.7713764318789|20.321284218955|-|133.631401723671|7.79539804521191|0|3.40014200750541|4.22968659326206|0|0.165569444444444|-|-|-|21.7479166666667|-|-|-|-|-|-|81.9194243636584|-|24.2568587523843|0|199.395689002741|-|462.094467661734|2391.58121641152|0|0|-|0|-|0|-|-|-|-|-|0.847647322606172|59.9964044722723|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|0|-|-|-|-|0.852905735998797|-|0.415264658821473|-|4.62215311142405|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|0|-|0|-|-|-|-|-|0|0|0|0|0|0|-|0|0|0|-|-|0|0|0|0|0|0|0|-|-|-|-|-|-|-|10.7563122229621|-|-|8.51551020016925|-|0|-|0|-|0|-|0|-|0|-|-|-|0.2|-|-|-|6.2|-|-|-|2.1|-|-|0.1|-|-|-|-|-|-|-|-|0|-|-|0.3|-|-|-|9|-|-|0.6|-|0.3|-|-|-|-|-|-|-|9.8|-|-|0.8|-|-|0|-|-|0|-|-|0|-|0|-|-|-|0|-|-|-|0|-|-|0|-|-|-|-|-|0.173083116473027|0.1|-|0.1|-|0|-|-|-|-|-|6.82711945010463|-|-|-|-|식약처('12) 제1권|식품의약품안전처
6958|6959|D018178-ZZ-AVG|D018178|음식|품목대표|잔치국수|2020|전국(대표)|평균|면 및 만두류|국수류|700.0|g|-|-|310.20|-|622.07|-|13.53|3.41|-|56.34|0.30|0.00|0.00|0.13|0.00|0.17|-|-|-|5.48|-|-|-|-|-|-|56.87|10.09|-|24.32|93.45|-|266.36|1514.59|9.26|0.05|-|0.51|-|44.62|-|-|-|-|-|22.14|50.70|-|-|-|0.00|-|-|-|-|-|-|-|-|-|-|-|1.25|0.08|-|-|-|-|0.00|-|0.04|-|6.30|-|-|-|-|-|-|-|-|-|-|-|113.97|-|-|-|0.54|-|15.24|-|-|-|10874.40|-|319.13|933.92|309.02|164.91|456.57|327.79|-|373.16|203.89|379.54|-|436.61|377.08|415.26|593.63|3661.04|379.75|927.44|615.65|-|-|-|-|-|-|-|4.22|-|-|1.14|-|0.00|-|0.00|-|0.00|-|0.00|-|0.00|-|-|-|0.01|-|-|-|0.90|-|-|-|0.23|-|-|0.00|-|-|-|-|-|-|-|-|0.00|-|-|0.04|-|-|-|1.16|-|-|0.07|-|0.02|-|-|-|-|-|-|-|1.75|-|-|0.15|-|-|0.00|-|-|0.00|-|-|0.00|-|0.03|-|-|-|0.00|-|-|-|0.00|-|-|0.00|-|-|-|-|-|0.00|0.00|-|0.00|-|0.00|-|-|-|-|-|4.65|-|-|-|-|식약처 영양실태조사('20)|식품의약품안전처
